participantId,trialId,trialOrder,responseId,status,rejectReason,description,rejectTime,percentComplete,instruction,responsePrompt,answer,correctAnswer,duration,cleanedDuration,parameters_responseId,parameters_expLang,parameters_paramCapture,parameters_taskid,parameters_plateIndex,parameters_correctResponse,parameters_imagePath,parameters_conceptA,parameters_conceptB,parameters_colorA,parameters_colorB,parameters_mgLevel,parameters_usLevel,parameters_pairId,parameters_trialIndex,parameters_swapIndex,parameters_tallerSide,parameters_resetButtonLabel,parameters_seconds,parameters_title,parameters_message
"5dcc27974b54778b69e62ec5","ishihara_plate_4","4","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":11,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","ishihara_plate_3","5","ishiharaResponse","completed","undefined","undefined","undefined","100.00","undefined","Ishihara plate response","{""plateIndex"":3,""imagePath"":""https://wpivis.github.io/color-exp2/color-exp2/assets/ishihara/ishihara-3.png"",""responseRaw"":""29"",""responseNormalized"":""29"",""correctResponse"":""29"",""correctNormalized"":""29"",""isCorrect"":true,""timestamp"":""2026-02-20T19:55:30.915Z""}","undefined","4350","4350","undefined","en","undefined","ishiharaResponse","3","29","https://wpivis.github.io/color-exp2/color-exp2/assets/ishihara/ishihara-3.png","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","ishihara_plate_3","5","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":11,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","ishihara_plate_1","6","ishiharaResponse","completed","undefined","undefined","undefined","100.00","undefined","Ishihara plate response","{""plateIndex"":1,""imagePath"":""https://wpivis.github.io/color-exp2/color-exp2/assets/ishihara/ishihara-1.png"",""responseRaw"":""8"",""responseNormalized"":""8"",""correctResponse"":""8"",""correctNormalized"":""8"",""isCorrect"":true,""timestamp"":""2026-02-20T19:55:34.912Z""}","undefined","3495","3495","undefined","en","undefined","ishiharaResponse","1","8","https://wpivis.github.io/color-exp2/color-exp2/assets/ishihara/ishihara-1.png","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","ishihara_plate_1","6","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":9,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","ishihara_plate_10","7","ishiharaResponse","completed","undefined","undefined","undefined","100.00","undefined","Ishihara plate response","{""plateIndex"":10,""imagePath"":""https://wpivis.github.io/color-exp2/color-exp2/assets/ishihara/ishihara-10.png"",""responseRaw"":""96"",""responseNormalized"":""96"",""correctResponse"":""96"",""correctNormalized"":""96"",""isCorrect"":true,""timestamp"":""2026-02-20T19:55:39.308Z""}","undefined","4295","4295","undefined","en","undefined","ishiharaResponse","10","96","https://wpivis.github.io/color-exp2/color-exp2/assets/ishihara/ishihara-10.png","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","ishihara_plate_10","7","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":8,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","ishihara_plate_8","8","ishiharaResponse","completed","undefined","undefined","undefined","100.00","undefined","Ishihara plate response","{""plateIndex"":8,""imagePath"":""https://wpivis.github.io/color-exp2/color-exp2/assets/ishihara/ishihara-8.png"",""responseRaw"":""16"",""responseNormalized"":""16"",""correctResponse"":""16"",""correctNormalized"":""16"",""isCorrect"":true,""timestamp"":""2026-02-20T19:55:45.994Z""}","undefined","6633","6633","undefined","en","undefined","ishiharaResponse","8","16","https://wpivis.github.io/color-exp2/color-exp2/assets/ishihara/ishihara-8.png","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","ishihara_plate_8","8","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":13,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","ishihara_plate_2","9","ishiharaResponse","completed","undefined","undefined","undefined","100.00","undefined","Ishihara plate response","{""plateIndex"":2,""imagePath"":""https://wpivis.github.io/color-exp2/color-exp2/assets/ishihara/ishihara-2.png"",""responseRaw"":""5"",""responseNormalized"":""5"",""correctResponse"":""5"",""correctNormalized"":""5"",""isCorrect"":true,""timestamp"":""2026-02-20T19:55:50.472Z""}","undefined","4231","4231","undefined","en","undefined","ishiharaResponse","2","5","https://wpivis.github.io/color-exp2/color-exp2/assets/ishihara/ishihara-2.png","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","ishihara_plate_2","9","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":13,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","ishihara_plate_7","10","ishiharaResponse","completed","undefined","undefined","undefined","100.00","undefined","Ishihara plate response","{""plateIndex"":7,""imagePath"":""https://wpivis.github.io/color-exp2/color-exp2/assets/ishihara/ishihara-7.png"",""responseRaw"":""2"",""responseNormalized"":""2"",""correctResponse"":""2"",""correctNormalized"":""2"",""isCorrect"":true,""timestamp"":""2026-02-20T19:55:55.168Z""}","undefined","4738","4738","undefined","en","undefined","ishiharaResponse","7","2","https://wpivis.github.io/color-exp2/color-exp2/assets/ishihara/ishihara-7.png","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","ishihara_plate_7","10","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":10,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","ishihara_plate_5","11","ishiharaResponse","completed","undefined","undefined","undefined","100.00","undefined","Ishihara plate response","{""plateIndex"":5,""imagePath"":""https://wpivis.github.io/color-exp2/color-exp2/assets/ishihara/ishihara-5.png"",""responseRaw"":""7"",""responseNormalized"":""7"",""correctResponse"":""7"",""correctNormalized"":""7"",""isCorrect"":true,""timestamp"":""2026-02-20T19:55:59.067Z""}","undefined","4646","4646","undefined","en","undefined","ishiharaResponse","5","7","https://wpivis.github.io/color-exp2/color-exp2/assets/ishihara/ishihara-5.png","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","ishihara_plate_5","11","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":9,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","ishihara_plate_9","12","ishiharaResponse","completed","undefined","undefined","undefined","100.00","undefined","Ishihara plate response","{""plateIndex"":9,""imagePath"":""https://wpivis.github.io/color-exp2/color-exp2/assets/ishihara/ishihara-9.png"",""responseRaw"":""35"",""responseNormalized"":""35"",""correctResponse"":""35"",""correctNormalized"":""35"",""isCorrect"":true,""timestamp"":""2026-02-20T19:56:03.915Z""}","undefined","4018","4018","undefined","en","undefined","ishiharaResponse","9","35","https://wpivis.github.io/color-exp2/color-exp2/assets/ishihara/ishihara-9.png","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","ishihara_plate_9","12","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":7,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","instruction","13","","completed","undefined","undefined","undefined","100.00","undefined","undefined","undefined","undefined","38778","38778","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","instruction","13","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":11,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":5,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","p6_s1_tr","14","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_happy"":""DR"",""concept_sad"":""MC""},""conceptA"":{""id"":""concept_happy"",""text"":""happy"",""chosenColorCode"":""DR""},""conceptB"":{""id"":""concept_sad"",""text"":""sad"",""chosenColorCode"":""MC""},""responseTime"":5963,""lastEditTime"":5963,""poolOrder"":1,""trialIndex"":27,""pairId"":""MG_LOW_US_LOW_happy_sad_DR_MC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""MC"",""rightColorCode"":""DR"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":151,""shortHeight"":97,""leftHeight"":97,""rightHeight"":151}","undefined","6898","6898","undefined","undefined","undefined","undefined","undefined","undefined","undefined","happy","sad","DR","MC","MG_LOW","US_LOW","MG_LOW_US_LOW_happy_sad_DR_MC","27","1","right","Reset","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","p6_s1_tr","14","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":15,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":1,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","p1_s1_tl","15","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_death"":""DP"",""concept_safety"":""DB""},""conceptA"":{""id"":""concept_death"",""text"":""death"",""chosenColorCode"":""DP""},""conceptB"":{""id"":""concept_safety"",""text"":""safety"",""chosenColorCode"":""DB""},""responseTime"":5544,""lastEditTime"":5544,""poolOrder"":1,""trialIndex"":6,""pairId"":""MG_HIGH_US_LOW_death_safety_DB_DP"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_LOW"",""leftColorCode"":""DP"",""rightColorCode"":""DB"",""swapIndex"":1,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":146,""shortHeight"":96,""leftHeight"":146,""rightHeight"":96}","undefined","6480","6480","undefined","undefined","undefined","undefined","undefined","undefined","undefined","death","safety","DB","DP","MG_HIGH","US_LOW","MG_HIGH_US_LOW_death_safety_DB_DP","6","1","left","Reset","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","p1_s1_tl","15","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":17,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","p10_s1_tr","16","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_sick"":""MH"",""concept_angry"":""SC""},""conceptA"":{""id"":""concept_angry"",""text"":""angry"",""chosenColorCode"":""SC""},""conceptB"":{""id"":""concept_sick"",""text"":""sick"",""chosenColorCode"":""MH""},""responseTime"":4252,""lastEditTime"":4252,""poolOrder"":1,""trialIndex"":43,""pairId"":""MG_LOW_US_HIGH_angry_sick_MH_SC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""SC"",""rightColorCode"":""MH"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":154,""shortHeight"":101,""leftHeight"":101,""rightHeight"":154}","undefined","5180","5180","undefined","undefined","undefined","undefined","undefined","undefined","undefined","angry","sick","MH","SC","MG_LOW","US_HIGH","MG_LOW_US_HIGH_angry_sick_MH_SC","43","1","right","Reset","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","p10_s1_tr","16","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":16,""mousedown"":3,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","p11_s0_tr","17","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_justice"":""BK"",""concept_safety"":""SG""},""conceptA"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""BK""},""conceptB"":{""id"":""concept_safety"",""text"":""safety"",""chosenColorCode"":""SG""},""responseTime"":5097,""lastEditTime"":5097,""poolOrder"":0,""trialIndex"":45,""pairId"":""MG_LOW_US_HIGH_justice_safety_BK_SG"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""BK"",""rightColorCode"":""SG"",""swapIndex"":0,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":147,""shortHeight"":96,""leftHeight"":96,""rightHeight"":147}","undefined","6176","6176","undefined","undefined","undefined","undefined","undefined","undefined","undefined","justice","safety","BK","SG","MG_LOW","US_HIGH","MG_LOW_US_HIGH_justice_safety_BK_SG","45","0","right","Reset","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","p11_s0_tr","17","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":16,""mousedown"":3,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","p3_s1_tr","18","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_peach"":""SR"",""concept_banana"":""MH""},""conceptA"":{""id"":""concept_banana"",""text"":""banana"",""chosenColorCode"":""MH""},""conceptB"":{""id"":""concept_peach"",""text"":""peach"",""chosenColorCode"":""SR""},""responseTime"":6794,""lastEditTime"":6794,""poolOrder"":1,""trialIndex"":15,""pairId"":""MG_HIGH_US_HIGH_banana_peach_MH_SR"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_HIGH"",""leftColorCode"":""SR"",""rightColorCode"":""MH"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":148,""shortHeight"":96,""leftHeight"":96,""rightHeight"":148}","undefined","7624","7624","undefined","undefined","undefined","undefined","undefined","undefined","undefined","banana","peach","MH","SR","MG_HIGH","US_HIGH","MG_HIGH_US_HIGH_banana_peach_MH_SR","15","1","right","Reset","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","p3_s1_tr","18","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":17,""mousedown"":4,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","p9_s0_tl","19","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_banana"":""SY"",""concept_mango"":""MO""},""conceptA"":{""id"":""concept_banana"",""text"":""banana"",""chosenColorCode"":""SY""},""conceptB"":{""id"":""concept_mango"",""text"":""mango"",""chosenColorCode"":""MO""},""responseTime"":5020,""lastEditTime"":5020,""poolOrder"":1,""trialIndex"":36,""pairId"":""MG_LOW_US_HIGH_banana_mango_MO_SY"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""MO"",""rightColorCode"":""SY"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":150,""shortHeight"":99,""leftHeight"":150,""rightHeight"":99}","undefined","6017","6017","undefined","undefined","undefined","undefined","undefined","undefined","undefined","banana","mango","MO","SY","MG_LOW","US_HIGH","MG_LOW_US_HIGH_banana_mango_MO_SY","36","0","left","Reset","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","p9_s0_tl","19","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":14,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","p2_s1_tr","20","choice","completed","undefined","undefined","undefined","100.00","undefined","","{""assignments"":{""concept_sick"":""SO"",""concept_happy"":""DP""},""conceptA"":{""id"":""concept_happy"",""text"":""happy"",""chosenColorCode"":""DP""},""conceptB"":{""id"":""concept_sick"",""text"":""sick"",""chosenColorCode"":""SO""},""responseTime"":5524,""lastEditTime"":5524,""poolOrder"":1,""trialIndex"":11,""pairId"":""MG_HIGH_US_LOW_happy_sick_DP_SO"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_LOW"",""leftColorCode"":""SO"",""rightColorCode"":""DP"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":153,""shortHeight"":99,""leftHeight"":99,""rightHeight"":153}","undefined","6477","6477","undefined","undefined","undefined","undefined","undefined","undefined","undefined","happy","sick","DP","SO","MG_HIGH","US_LOW","MG_HIGH_US_LOW_happy_sick_DP_SO","11","1","right","Reset","undefined","undefined","undefined"
"5dcc27974b54778b69e62ec5","p2_s1_tr","20","windowEvents","undefined","undefined","undefined","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":12,""mousedown"":3,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
