progressBlock,color,progressColor,ans,concept,expCountry,ID,rating
5,MG,28,12,sad,usa,20240418-1118-25366,0
5,SY,29,12,sad,usa,20240418-1118-25366,0.73
5,LY,30,0,sad,usa,20240418-1118-25366,0
5,MC,31,4,sad,usa,20240418-1118-25366,1
5,LG,32,5,sad,usa,20240418-1118-25366,0
5,LP,33,0,sad,usa,20240418-1118-25366,0
5,SO,34,5,sad,usa,20240418-1118-25366,0
5,MY,35,2,sad,usa,20240418-1118-25366,0
5,DP,36,56,sad,usa,20240418-1118-25366,0.81
5,A2,37,59,sad,usa,20240418-1118-25366,0
6,DC,1,55,tree,usa,20240418-1118-25366,1
6,A1,2,36,tree,usa,20240418-1118-25366,0
6,A2,3,14,tree,usa,20240418-1118-25366,0
6,LH,4,53,tree,usa,20240418-1118-25366,0
6,DP,5,1,tree,usa,20240418-1118-25366,0
6,LB,6,4,tree,usa,20240418-1118-25366,1
6,DB,7,0,tree,usa,20240418-1118-25366,0
6,A3,8,52,tree,usa,20240418-1118-25366,0
6,SB,9,60,tree,usa,20240418-1118-25366,0
6,WH,10,53,tree,usa,20240418-1118-25366,0
6,SG,11,63,tree,usa,20240418-1118-25366,0
6,BK,12,63,tree,usa,20240418-1118-25366,0
6,DY,13,59,tree,usa,20240418-1118-25366,0
6,LR,14,1,tree,usa,20240418-1118-25366,0
6,SY,15,54,tree,usa,20240418-1118-25366,0
6,MH,16,76,tree,usa,20240418-1118-25366,1
6,MP,17,5,tree,usa,20240418-1118-25366,0
6,SH,18,57,tree,usa,20240418-1118-25366,0
6,LO,19,10,tree,usa,20240418-1118-25366,0
6,SR,20,10,tree,usa,20240418-1118-25366,0
6,SO,21,8,tree,usa,20240418-1118-25366,0
6,DR,22,17,tree,usa,20240418-1118-25366,0
6,MB,23,56,tree,usa,20240418-1118-25366,0
6,LG,24,58,tree,usa,20240418-1118-25366,0
6,LY,25,53,tree,usa,20240418-1118-25366,0
6,MG,26,59,tree,usa,20240418-1118-25366,0
6,DH,27,90,tree,usa,20240418-1118-25366,0
6,SC,28,59,tree,usa,20240418-1118-25366,1
6,DG,29,82,tree,usa,20240418-1118-25366,0
6,LP,30,11,tree,usa,20240418-1118-25366,0
6,MR,31,9,tree,usa,20240418-1118-25366,0
6,MC,32,11,tree,usa,20240418-1118-25366,0
6,SP,33,4,tree,usa,20240418-1118-25366,0
6,MY,34,57,tree,usa,20240418-1118-25366,0
6,DO,35,66,tree,usa,20240418-1118-25366,0
6,MO,36,9,tree,usa,20240418-1118-25366,0
6,LC,37,58,tree,usa,20240418-1118-25366,0
7,LP,1,0,peach,usa,20240418-1118-25366,0.67
7,LH,2,55,peach,usa,20240418-1118-25366,0
7,BK,3,0,peach,usa,20240418-1118-25366,0.72
7,DB,4,3,peach,usa,20240418-1118-25366,0
7,SP,5,53,peach,usa,20240418-1118-25366,0
7,A3,6,57,peach,usa,20240418-1118-25366,0
7,MY,7,91,peach,usa,20240418-1118-25366,0
7,SR,8,56,peach,usa,20240418-1118-25366,0
7,DH,9,53,peach,usa,20240418-1118-25366,0.7
7,MR,10,94,peach,usa,20240418-1118-25366,0
7,LC,11,12,peach,usa,20240418-1118-25366,0
7,DO,12,57,peach,usa,20240418-1118-25366,0
7,LG,13,55,peach,usa,20240418-1118-25366,0
7,LO,14,94,peach,usa,20240418-1118-25366,0
7,WH,15,55,peach,usa,20240418-1118-25366,0.3
7,SY,16,53,peach,usa,20240418-1118-25366,0
7,LB,17,4,peach,usa,20240418-1118-25366,0
7,LY,18,55,peach,usa,20240418-1118-25366,0.6
7,MO,19,88,peach,usa,20240418-1118-25366,0.7
7,MB,20,4,peach,usa,20240418-1118-25366,0
7,SH,21,54,peach,usa,20240418-1118-25366,0
7,DP,22,7,peach,usa,20240418-1118-25366,0.4
7,SC,23,5,peach,usa,20240418-1118-25366,0
7,MG,24,56,peach,usa,20240418-1118-25366,0
7,DC,25,4,peach,usa,20240418-1118-25366,0.6
7,DY,26,58,peach,usa,20240418-1118-25366,0
7,A1,27,0,peach,usa,20240418-1118-25366,0
7,MP,28,4,peach,usa,20240418-1118-25366,0
7,MC,29,0,peach,usa,20240418-1118-25366,0.4
7,LR,30,59,peach,usa,20240418-1118-25366,0
7,SO,31,97,peach,usa,20240418-1118-25366,0
7,DR,32,3,peach,usa,20240418-1118-25366,0
7,DG,33,77,peach,usa,20240418-1118-25366,0
7,MH,34,63,peach,usa,20240418-1118-25366,0.6
7,SG,35,65,peach,usa,20240418-1118-25366,0
7,A2,36,0,peach,usa,20240418-1118-25366,0.4
7,SB,37,0,peach,usa,20240418-1118-25366,0
8,MP,1,0,angry,usa,20240418-1118-25366,0
8,DY,2,56,angry,usa,20240418-1118-25366,0
8,DR,3,54,angry,usa,20240418-1118-25366,0
8,LY,4,3,angry,usa,20240418-1118-25366,0.4
8,DG,5,56,angry,usa,20240418-1118-25366,0.6
8,DH,6,55,angry,usa,20240418-1118-25366,0.7
8,MB,7,0,angry,usa,20240418-1118-25366,0.8
8,MY,8,2,angry,usa,20240418-1118-25366,0
8,LH,9,0,angry,usa,20240418-1118-25366,0
8,A2,10,55,angry,usa,20240418-1118-25366,0
8,SB,11,1,angry,usa,20240418-1118-25366,0
8,WH,12,0,angry,usa,20240418-1118-25366,0.4
8,A1,13,53,angry,usa,20240418-1118-25366,0
8,DO,14,57,angry,usa,20240418-1118-25366,0
8,A3,15,0,angry,usa,20240418-1118-25366,0
8,DB,16,0,angry,usa,20240418-1118-25366,0.3
8,MG,17,8,angry,usa,20240418-1118-25366,0
8,DC,18,6,angry,usa,20240418-1118-25366,0
8,LP,19,9,angry,usa,20240418-1118-25366,0
8,BK,20,67,angry,usa,20240418-1118-25366,0
8,SR,21,0,angry,usa,20240418-1118-25366,0
8,MH,22,11,angry,usa,20240418-1118-25366,0
8,LO,23,0,angry,usa,20240418-1118-25366,0
8,DP,24,13,angry,usa,20240418-1118-25366,0
8,MC,25,0,angry,usa,20240418-1118-25366,0
8,MO,26,0,angry,usa,20240418-1118-25366,0
8,SP,27,0,angry,usa,20240418-1118-25366,0.6
8,SY,28,0,angry,usa,20240418-1118-25366,0
8,SC,29,1,angry,usa,20240418-1118-25366,0.3
8,SO,30,0,angry,usa,20240418-1118-25366,0
8,LC,31,6,angry,usa,20240418-1118-25366,0
8,MR,32,8,angry,usa,20240418-1118-25366,0.6
8,LG,33,0,angry,usa,20240418-1118-25366,0.7
8,LB,34,0,angry,usa,20240418-1118-25366,0.8
8,SG,35,17,angry,usa,20240418-1118-25366,0
8,SH,36,0,angry,usa,20240418-1118-25366,0
8,LR,37,5,angry,usa,20240418-1118-25366,0
9,LY,1,64,peace,usa,20240418-1118-25366,1
9,LR,2,54,peace,usa,20240418-1118-25366,0
9,LC,3,90,peace,usa,20240418-1118-25366,0
9,MH,4,56,peace,usa,20240418-1118-25366,0
9,LH,5,52,peace,usa,20240418-1118-25366,0.9
9,A1,6,46,peace,usa,20240418-1118-25366,1
9,MR,7,54,peace,usa,20240418-1118-25366,0
9,MP,8,86,peace,usa,20240418-1118-25366,0
9,SC,9,100,peace,usa,20240418-1118-25366,0
9,LO,10,68,peace,usa,20240418-1118-25366,0.4
9,SY,11,36,peace,usa,20240418-1118-25366,0
9,DB,12,100,peace,usa,20240418-1118-25366,0
9,WH,13,56,peace,usa,20240418-1118-25366,0
9,MO,14,55,peace,usa,20240418-1118-25366,0
9,A3,15,48,peace,usa,20240418-1118-25366,0.3
9,MB,16,92,peace,usa,20240418-1118-25366,0
9,SR,17,13,peace,usa,20240418-1118-25366,0
9,SP,18,0,peace,usa,20240418-1118-25366,0
9,DO,19,56,peace,usa,20240418-1118-25366,0
9,DC,20,100,peace,usa,20240418-1118-25366,0
9,SB,21,92,peace,usa,20240418-1118-25366,0
9,MC,22,98,peace,usa,20240418-1118-25366,0
9,DP,23,100,peace,usa,20240418-1118-25366,0
9,BK,24,45,peace,usa,20240418-1118-25366,0
9,DY,25,47,peace,usa,20240418-1118-25366,0
9,SO,26,40,peace,usa,20240418-1118-25366,0.8
9,A2,27,57,peace,usa,20240418-1118-25366,0
9,SG,28,27,peace,usa,20240418-1118-25366,0
9,LB,29,97,peace,usa,20240418-1118-25366,0
9,LP,30,100,peace,usa,20240418-1118-25366,0
9,LG,31,100,peace,usa,20240418-1118-25366,0
9,DR,32,25,peace,usa,20240418-1118-25366,0
9,DH,33,53,peace,usa,20240418-1118-25366,0.7
9,DG,34,55,peace,usa,20240418-1118-25366,0
9,MY,35,100,peace,usa,20240418-1118-25366,0
9,SH,36,9,peace,usa,20240418-1118-25366,0
9,MG,37,56,peace,usa,20240418-1118-25366,0
10,LG,1,86,happy,usa,20240418-1118-25366,0.2
10,SG,2,22,happy,usa,20240418-1118-25366,0
10,SY,3,100,happy,usa,20240418-1118-25366,0
10,MC,4,5,happy,usa,20240418-1118-25366,0
10,DR,5,0,happy,usa,20240418-1118-25366,0
10,DG,6,74,happy,usa,20240418-1118-25366,0
10,MB,7,62,happy,usa,20240418-1118-25366,0
10,LP,8,73,happy,usa,20240418-1118-25366,1
10,SB,9,96,happy,usa,20240418-1118-25366,0
10,SO,10,53,happy,usa,20240418-1118-25366,0
10,DP,11,16,happy,usa,20240418-1118-25366,0
10,SP,12,65,happy,usa,20240418-1118-25366,0
10,MH,13,23,happy,usa,20240418-1118-25366,0
10,DO,14,22,happy,usa,20240418-1118-25366,0
10,BK,15,19,happy,usa,20240418-1118-25366,0
10,MY,16,61,happy,usa,20240418-1118-25366,0
10,MG,17,54,happy,usa,20240418-1118-25366,0
10,MP,18,56,happy,usa,20240418-1118-25366,0
10,A1,19,31,happy,usa,20240418-1118-25366,0
10,SH,20,55,happy,usa,20240418-1118-25366,0
10,LO,21,58,happy,usa,20240418-1118-25366,0
10,LY,22,62,happy,usa,20240418-1118-25366,0
10,SC,23,93,happy,usa,20240418-1118-25366,0
10,A2,24,21,happy,usa,20240418-1118-25366,0
10,A3,25,27,happy,usa,20240418-1118-25366,0
10,LR,26,56,happy,usa,20240418-1118-25366,0
10,MR,27,55,happy,usa,20240418-1118-25366,1
10,DY,28,16,happy,usa,20240418-1118-25366,0
10,LH,29,68,happy,usa,20240418-1118-25366,0
10,MO,30,20,happy,usa,20240418-1118-25366,0.2
10,DH,31,11,happy,usa,20240418-1118-25366,0
10,DB,32,75,happy,usa,20240418-1118-25366,0.1
10,DC,33,67,happy,usa,20240418-1118-25366,0
10,LC,34,67,happy,usa,20240418-1118-25366,0
10,SR,35,18,happy,usa,20240418-1118-25366,0.8
10,LB,36,65,happy,usa,20240418-1118-25366,0
10,WH,37,59,happy,usa,20240418-1118-25366,0
11,SH,1,53,lightning,usa,20240418-1118-25366,1
11,DR,2,0,lightning,usa,20240418-1118-25366,0
11,SB,3,0,lightning,usa,20240418-1118-25366,0
11,DO,4,57,lightning,usa,20240418-1118-25366,0.7
11,LB,5,20,lightning,usa,20240418-1118-25366,0
11,DP,6,0,lightning,usa,20240418-1118-25366,0
11,MG,7,0,lightning,usa,20240418-1118-25366,0
11,DG,8,16,lightning,usa,20240418-1118-25366,0
11,SR,9,1,lightning,usa,20240418-1118-25366,1
11,DH,10,0,lightning,usa,20240418-1118-25366,0
11,BK,11,0,lightning,usa,20240418-1118-25366,0.3
11,SY,12,100,lightning,usa,20240418-1118-25366,0
11,WH,13,53,lightning,usa,20240418-1118-25366,0
11,A1,14,60,lightning,usa,20240418-1118-25366,0.2
11,LH,15,56,lightning,usa,20240418-1118-25366,0
11,A2,16,59,lightning,usa,20240418-1118-25366,0
11,SO,17,63,lightning,usa,20240418-1118-25366,0.1
11,LO,18,34,lightning,usa,20240418-1118-25366,0
11,MC,19,8,lightning,usa,20240418-1118-25366,0
11,DC,20,4,lightning,usa,20240418-1118-25366,0
11,LC,21,0,lightning,usa,20240418-1118-25366,0
11,LY,22,76,lightning,usa,20240418-1118-25366,0
11,MB,23,0,lightning,usa,20240418-1118-25366,0
11,LR,24,0,lightning,usa,20240418-1118-25366,0
11,MY,25,53,lightning,usa,20240418-1118-25366,0
11,DB,26,8,lightning,usa,20240418-1118-25366,0
11,LG,27,5,lightning,usa,20240418-1118-25366,0
11,MP,28,0,lightning,usa,20240418-1118-25366,0.6
11,SC,29,0,lightning,usa,20240418-1118-25366,0.9
11,MR,30,4,lightning,usa,20240418-1118-25366,0
11,DY,31,0,lightning,usa,20240418-1118-25366,0
11,SP,32,0,lightning,usa,20240418-1118-25366,0
11,MH,33,0,lightning,usa,20240418-1118-25366,0
11,MO,34,6,lightning,usa,20240418-1118-25366,0
11,A3,35,55,lightning,usa,20240418-1118-25366,0.6
11,LP,36,12,lightning,usa,20240418-1118-25366,0
11,SG,37,11,lightning,usa,20240418-1118-25366,0.6
12,A1,1,60,death,usa,20240418-1118-25366,0
12,BK,2,92,death,usa,20240418-1118-25366,0
12,DR,3,43,death,usa,20240418-1118-25366,0
12,MP,4,13,death,usa,20240418-1118-25366,0
12,MG,5,5,death,usa,20240418-1118-25366,0
12,SO,6,8,death,usa,20240418-1118-25366,0.6
12,DG,7,0,death,usa,20240418-1118-25366,0.6
12,LR,8,0,death,usa,20240418-1118-25366,0
12,DH,9,8,death,usa,20240418-1118-25366,0
12,LC,10,13,death,usa,20240418-1118-25366,0
12,SG,11,5,death,usa,20240418-1118-25366,0
12,MB,12,0,death,usa,20240418-1118-25366,1
12,SP,13,0,death,usa,20240418-1118-25366,0
12,LP,14,2,death,usa,20240418-1118-25366,0
12,LB,15,4,death,usa,20240418-1118-25366,0
12,LY,16,0,death,usa,20240418-1118-25366,0
12,LG,17,0,death,usa,20240418-1118-25366,0
12,LH,18,8,death,usa,20240418-1118-25366,0
12,MO,19,2,death,usa,20240418-1118-25366,0
12,SY,20,0,death,usa,20240418-1118-25366,0
12,MY,21,0,death,usa,20240418-1118-25366,0.1
12,SR,22,3,death,usa,20240418-1118-25366,0.3
12,LO,23,0,death,usa,20240418-1118-25366,0
12,DY,24,0,death,usa,20240418-1118-25366,0
12,SH,25,0,death,usa,20240418-1118-25366,0
12,WH,26,2,death,usa,20240418-1118-25366,0
12,SB,27,3,death,usa,20240418-1118-25366,0
12,DP,28,9,death,usa,20240418-1118-25366,0.3
12,MH,29,11,death,usa,20240418-1118-25366,0
12,A2,30,61,death,usa,20240418-1118-25366,0
12,DC,31,56,death,usa,20240418-1118-25366,0
12,DB,32,38,death,usa,20240418-1118-25366,0.6
12,SC,33,0,death,usa,20240418-1118-25366,0
12,MR,34,0,death,usa,20240418-1118-25366,1
12,MC,35,0,death,usa,20240418-1118-25366,0
12,A3,36,43,death,usa,20240418-1118-25366,0
12,DO,37,52,death,usa,20240418-1118-25366,0
13,MC,1,7,banana,usa,20240418-1118-25366,1
13,DO,2,53,banana,usa,20240418-1118-25366,0
13,DB,3,31,banana,usa,20240418-1118-25366,0
13,SB,4,23,banana,usa,20240418-1118-25366,0.3
13,DP,5,10,banana,usa,20240418-1118-25366,0
13,MO,6,67,banana,usa,20240418-1118-25366,0
13,DC,7,15,banana,usa,20240418-1118-25366,0
13,A1,8,5,banana,usa,20240418-1118-25366,0
13,MP,9,16,banana,usa,20240418-1118-25366,0
13,SH,10,52,banana,usa,20240418-1118-25366,0.9
13,SY,11,100,banana,usa,20240418-1118-25366,0.9
13,SC,12,4,banana,usa,20240418-1118-25366,0
13,LH,13,55,banana,usa,20240418-1118-25366,0
13,SG,14,53,banana,usa,20240418-1118-25366,0
13,SR,15,45,banana,usa,20240418-1118-25366,0
13,BK,16,90,banana,usa,20240418-1118-25366,0.3
13,MR,17,14,banana,usa,20240418-1118-25366,0
13,WH,18,53,banana,usa,20240418-1118-25366,0
13,LG,19,16,banana,usa,20240418-1118-25366,0
13,MG,20,9,banana,usa,20240418-1118-25366,1
13,LP,21,8,banana,usa,20240418-1118-25366,0
13,DG,22,53,banana,usa,20240418-1118-25366,0
13,DR,23,21,banana,usa,20240418-1118-25366,0
13,A3,24,15,banana,usa,20240418-1118-25366,0
13,A2,25,53,banana,usa,20240418-1118-25366,0
13,LR,26,8,banana,usa,20240418-1118-25366,0
13,LY,27,70,banana,usa,20240418-1118-25366,0
13,DH,28,59,banana,usa,20240418-1118-25366,0.2
13,SO,29,61,banana,usa,20240418-1118-25366,0
13,MB,30,14,banana,usa,20240418-1118-25366,1
13,LO,31,54,banana,usa,20240418-1118-25366,0
13,MY,32,80,banana,usa,20240418-1118-25366,0
13,LC,33,0,banana,usa,20240418-1118-25366,0
13,SP,34,0,banana,usa,20240418-1118-25366,0
13,LB,35,2,banana,usa,20240418-1118-25366,0
13,DY,36,55,banana,usa,20240418-1118-25366,0
13,MH,37,58,banana,usa,20240418-1118-25366,0
14,LO,1,69,sandstorm,usa,20240418-1118-25366,0.7
14,DC,2,11,sandstorm,usa,20240418-1118-25366,0
14,DB,3,17,sandstorm,usa,20240418-1118-25366,0
14,A1,4,55,sandstorm,usa,20240418-1118-25366,0.4
14,DP,5,0,sandstorm,usa,20240418-1118-25366,0
14,SR,6,9,sandstorm,usa,20240418-1118-25366,0.9
14,MC,7,3,sandstorm,usa,20240418-1118-25366,0.6
14,MY,8,74,sandstorm,usa,20240418-1118-25366,0
14,SP,9,0,sandstorm,usa,20240418-1118-25366,0
14,LH,10,55,sandstorm,usa,20240418-1118-25366,0.4
14,A2,11,55,sandstorm,usa,20240418-1118-25366,0
14,DR,12,20,sandstorm,usa,20240418-1118-25366,0
14,LR,13,7,sandstorm,usa,20240418-1118-25366,0.1
14,MR,14,8,sandstorm,usa,20240418-1118-25366,0
14,SH,15,4,sandstorm,usa,20240418-1118-25366,0
14,LB,16,4,sandstorm,usa,20240418-1118-25366,0
14,DH,17,5,sandstorm,usa,20240418-1118-25366,0
14,MG,18,12,sandstorm,usa,20240418-1118-25366,0
14,MO,19,96,sandstorm,usa,20240418-1118-25366,0
14,LG,20,0,sandstorm,usa,20240418-1118-25366,0
14,DY,21,100,sandstorm,usa,20240418-1118-25366,0
14,SY,22,57,sandstorm,usa,20240418-1118-25366,0
14,MP,23,0,sandstorm,usa,20240418-1118-25366,0
14,DO,24,60,sandstorm,usa,20240418-1118-25366,0
14,SG,25,3,sandstorm,usa,20240418-1118-25366,0
