firstConceptsSet,trialidx,blockidx,answer,color,concept,ID,idx
"",27,1,0,"DH","hurricane","20231122-2034-ABS-5qz2wwoo",27
"",28,1,45.99999999999999,"MC","hurricane","20231122-2034-ABS-5qz2wwoo",28
"",29,1,0,"DP","hurricane","20231122-2034-ABS-5qz2wwoo",29
"",30,1,100,"A2","hurricane","20231122-2034-ABS-5qz2wwoo",30
"",31,1,0,"MH","hurricane","20231122-2034-ABS-5qz2wwoo",31
"",32,1,0,"MR","hurricane","20231122-2034-ABS-5qz2wwoo",32
"",33,1,0,"LO","hurricane","20231122-2034-ABS-5qz2wwoo",33
"",34,1,45.99999999999999,"LC","hurricane","20231122-2034-ABS-5qz2wwoo",34
"",35,1,52,"DC","hurricane","20231122-2034-ABS-5qz2wwoo",35
"",36,1,85,"BK","hurricane","20231122-2034-ABS-5qz2wwoo",36
"",37,1,0,"SG","hurricane","20231122-2034-ABS-5qz2wwoo",37
"",1,2,86.99999999999999,"SO","lightning","20231122-2034-ABS-5qz2wwoo",38
"",2,2,52,"LR","lightning","20231122-2034-ABS-5qz2wwoo",39
"",3,2,76,"SY","lightning","20231122-2034-ABS-5qz2wwoo",40
"",4,2,0,"DY","lightning","20231122-2034-ABS-5qz2wwoo",41
"",5,2,55.99999999999999,"MY","lightning","20231122-2034-ABS-5qz2wwoo",42
"",6,2,57,"LH","lightning","20231122-2034-ABS-5qz2wwoo",43
"",7,2,0,"MP","lightning","20231122-2034-ABS-5qz2wwoo",44
"",8,2,50,"A3","lightning","20231122-2034-ABS-5qz2wwoo",45
"",9,2,0,"MB","lightning","20231122-2034-ABS-5qz2wwoo",46
"",10,2,0,"LG","lightning","20231122-2034-ABS-5qz2wwoo",47
"",11,2,66.99999999999999,"LY","lightning","20231122-2034-ABS-5qz2wwoo",48
"",12,2,0,"LP","lightning","20231122-2034-ABS-5qz2wwoo",49
"",13,2,0,"DR","lightning","20231122-2034-ABS-5qz2wwoo",50
"",14,2,0,"DG","lightning","20231122-2034-ABS-5qz2wwoo",51
"",15,2,1.9999999999999996,"SC","lightning","20231122-2034-ABS-5qz2wwoo",52
"",16,2,0,"SH","lightning","20231122-2034-ABS-5qz2wwoo",53
"",17,2,1.9999999999999996,"DB","lightning","20231122-2034-ABS-5qz2wwoo",54
"",18,2,0,"DO","lightning","20231122-2034-ABS-5qz2wwoo",55
"",19,2,0,"SR","lightning","20231122-2034-ABS-5qz2wwoo",56
"",20,2,0,"LB","lightning","20231122-2034-ABS-5qz2wwoo",57
"",21,2,90,"WH","lightning","20231122-2034-ABS-5qz2wwoo",58
"",22,2,0,"A1","lightning","20231122-2034-ABS-5qz2wwoo",59
"",23,2,0,"MG","lightning","20231122-2034-ABS-5qz2wwoo",60
"",24,2,0,"SB","lightning","20231122-2034-ABS-5qz2wwoo",61
"",25,2,3.999999999999999,"MO","lightning","20231122-2034-ABS-5qz2wwoo",62
"",26,2,0,"SP","lightning","20231122-2034-ABS-5qz2wwoo",63
"",27,2,0,"DH","lightning","20231122-2034-ABS-5qz2wwoo",64
"",28,2,0,"MC","lightning","20231122-2034-ABS-5qz2wwoo",65
"",29,2,0,"DP","lightning","20231122-2034-ABS-5qz2wwoo",66
"",30,2,0,"A2","lightning","20231122-2034-ABS-5qz2wwoo",67
"",31,2,0,"MH","lightning","20231122-2034-ABS-5qz2wwoo",68
"",32,2,0,"MR","lightning","20231122-2034-ABS-5qz2wwoo",69
"",33,2,80,"LO","lightning","20231122-2034-ABS-5qz2wwoo",70
"",34,2,0,"LC","lightning","20231122-2034-ABS-5qz2wwoo",71
"",35,2,0,"DC","lightning","20231122-2034-ABS-5qz2wwoo",72
"",36,2,0,"BK","lightning","20231122-2034-ABS-5qz2wwoo",73
"",37,2,0,"SG","lightning","20231122-2034-ABS-5qz2wwoo",74
"",1,3,50,"SO","justice","20231122-2034-ABS-5qz2wwoo",75
"",2,3,50,"LR","justice","20231122-2034-ABS-5qz2wwoo",76
"",3,3,0,"SY","justice","20231122-2034-ABS-5qz2wwoo",77
"",4,3,0,"DY","justice","20231122-2034-ABS-5qz2wwoo",78
"",5,3,0,"MY","justice","20231122-2034-ABS-5qz2wwoo",79
"",6,3,0,"LH","justice","20231122-2034-ABS-5qz2wwoo",80
"",7,3,0,"MP","justice","20231122-2034-ABS-5qz2wwoo",81
"",8,3,54,"A3","justice","20231122-2034-ABS-5qz2wwoo",82
"",9,3,0,"MB","justice","20231122-2034-ABS-5qz2wwoo",83
"",10,3,0,"LG","justice","20231122-2034-ABS-5qz2wwoo",84
"",11,3,38,"LY","justice","20231122-2034-ABS-5qz2wwoo",85
"",12,3,0,"LP","justice","20231122-2034-ABS-5qz2wwoo",86
"",13,3,0,"DR","justice","20231122-2034-ABS-5qz2wwoo",87
"",14,3,0,"DG","justice","20231122-2034-ABS-5qz2wwoo",88
"",15,3,0,"SC","justice","20231122-2034-ABS-5qz2wwoo",89
"",16,3,1.9999999999999996,"SH","justice","20231122-2034-ABS-5qz2wwoo",90
"",17,3,0,"DB","justice","20231122-2034-ABS-5qz2wwoo",91
"",18,3,0,"DO","justice","20231122-2034-ABS-5qz2wwoo",92
"",19,3,0,"SR","justice","20231122-2034-ABS-5qz2wwoo",93
"",20,3,48,"LB","justice","20231122-2034-ABS-5qz2wwoo",94
"",21,3,100,"WH","justice","20231122-2034-ABS-5qz2wwoo",95
"",22,3,3,"A1","justice","20231122-2034-ABS-5qz2wwoo",96
"",23,3,1.9999999999999996,"MG","justice","20231122-2034-ABS-5qz2wwoo",97
"",24,3,0,"SB","justice","20231122-2034-ABS-5qz2wwoo",98
"",25,3,0.9999999999999998,"MO","justice","20231122-2034-ABS-5qz2wwoo",99
"",26,3,0,"SP","justice","20231122-2034-ABS-5qz2wwoo",100
"",27,3,0,"DH","justice","20231122-2034-ABS-5qz2wwoo",101
"",28,3,0,"MC","justice","20231122-2034-ABS-5qz2wwoo",102
"",29,3,0,"DP","justice","20231122-2034-ABS-5qz2wwoo",103
"",30,3,16,"A2","justice","20231122-2034-ABS-5qz2wwoo",104
"",31,3,0,"MH","justice","20231122-2034-ABS-5qz2wwoo",105
"",32,3,0,"MR","justice","20231122-2034-ABS-5qz2wwoo",106
"",33,3,0,"LO","justice","20231122-2034-ABS-5qz2wwoo",107
"",34,3,0,"LC","justice","20231122-2034-ABS-5qz2wwoo",108
"",35,3,0.9999999999999998,"DC","justice","20231122-2034-ABS-5qz2wwoo",109
"",36,3,0,"BK","justice","20231122-2034-ABS-5qz2wwoo",110
"",37,3,0,"SG","justice","20231122-2034-ABS-5qz2wwoo",111
"",1,4,27.999999999999996,"SO","banana","20231122-2034-ABS-5qz2wwoo",112
"",2,4,30,"LR","banana","20231122-2034-ABS-5qz2wwoo",113
"",3,4,100,"SY","banana","20231122-2034-ABS-5qz2wwoo",114
"",4,4,52.99999999999999,"DY","banana","20231122-2034-ABS-5qz2wwoo",115
"",5,4,66,"MY","banana","20231122-2034-ABS-5qz2wwoo",116
"",6,4,71,"LH","banana","20231122-2034-ABS-5qz2wwoo",117
"",7,4,0,"MP","banana","20231122-2034-ABS-5qz2wwoo",118
"",8,4,0,"A3","banana","20231122-2034-ABS-5qz2wwoo",119
"",9,4,0,"MB","banana","20231122-2034-ABS-5qz2wwoo",120
"",10,4,0,"LG","banana","20231122-2034-ABS-5qz2wwoo",121
"",11,4,100,"LY","banana","20231122-2034-ABS-5qz2wwoo",122
"",12,4,0,"LP","banana","20231122-2034-ABS-5qz2wwoo",123
"",13,4,0,"DR","banana","20231122-2034-ABS-5qz2wwoo",124
"",14,4,0,"DG","banana","20231122-2034-ABS-5qz2wwoo",125
"",15,4,0,"SC","banana","20231122-2034-ABS-5qz2wwoo",126
"",16,4,52,"SH","banana","20231122-2034-ABS-5qz2wwoo",127
"",17,4,0,"DB","banana","20231122-2034-ABS-5qz2wwoo",128
"",18,4,0,"DO","banana","20231122-2034-ABS-5qz2wwoo",129
"",19,4,0,"SR","banana","20231122-2034-ABS-5qz2wwoo",130
"",20,4,0,"LB","banana","20231122-2034-ABS-5qz2wwoo",131
"",21,4,0,"WH","banana","20231122-2034-ABS-5qz2wwoo",132
"",22,4,0,"A1","banana","20231122-2034-ABS-5qz2wwoo",133
"",23,4,1.9999999999999996,"MG","banana","20231122-2034-ABS-5qz2wwoo",134
"",24,4,0,"SB","banana","20231122-2034-ABS-5qz2wwoo",135
"",25,4,0,"MO","banana","20231122-2034-ABS-5qz2wwoo",136
"",26,4,0,"SP","banana","20231122-2034-ABS-5qz2wwoo",137
"",27,4,0,"DH","banana","20231122-2034-ABS-5qz2wwoo",138
"",28,4,0,"MC","banana","20231122-2034-ABS-5qz2wwoo",139
"",29,4,0,"DP","banana","20231122-2034-ABS-5qz2wwoo",140
"",30,4,0,"A2","banana","20231122-2034-ABS-5qz2wwoo",141
"",31,4,0,"MH","banana","20231122-2034-ABS-5qz2wwoo",142
"",32,4,0,"MR","banana","20231122-2034-ABS-5qz2wwoo",143
"",33,4,48,"LO","banana","20231122-2034-ABS-5qz2wwoo",144
"",34,4,0,"LC","banana","20231122-2034-ABS-5qz2wwoo",145
"",35,4,0,"DC","banana","20231122-2034-ABS-5qz2wwoo",146
"",36,4,0,"BK","banana","20231122-2034-ABS-5qz2wwoo",147
"",37,4,0,"SG","banana","20231122-2034-ABS-5qz2wwoo",148
"",1,5,0,"SO","comfort","20231122-2034-ABS-5qz2wwoo",149
"",2,5,1.9999999999999996,"LR","comfort","20231122-2034-ABS-5qz2wwoo",150
"",3,5,0,"SY","comfort","20231122-2034-ABS-5qz2wwoo",151
"",4,5,0,"DY","comfort","20231122-2034-ABS-5qz2wwoo",152
"",5,5,0,"MY","comfort","20231122-2034-ABS-5qz2wwoo",153
"",6,5,0,"LH","comfort","20231122-2034-ABS-5qz2wwoo",154
"",7,5,0,"MP","comfort","20231122-2034-ABS-5qz2wwoo",155
"",8,5,86.99999999999999,"A3","comfort","20231122-2034-ABS-5qz2wwoo",156
"",9,5,0,"MB","comfort","20231122-2034-ABS-5qz2wwoo",157
"",10,5,0,"LG","comfort","20231122-2034-ABS-5qz2wwoo",158
"",11,5,0,"LY","comfort","20231122-2034-ABS-5qz2wwoo",159
"",12,5,0,"LP","comfort","20231122-2034-ABS-5qz2wwoo",160
"",13,5,0,"DR","comfort","20231122-2034-ABS-5qz2wwoo",161
"",14,5,0,"DG","comfort","20231122-2034-ABS-5qz2wwoo",162
"",15,5,0,"SC","comfort","20231122-2034-ABS-5qz2wwoo",163
"",16,5,0,"SH","comfort","20231122-2034-ABS-5qz2wwoo",164
"",17,5,0,"DB","comfort","20231122-2034-ABS-5qz2wwoo",165
"",18,5,0.9999999999999998,"DO","comfort","20231122-2034-ABS-5qz2wwoo",166
"",19,5,0,"SR","comfort","20231122-2034-ABS-5qz2wwoo",167
"",20,5,52,"LB","comfort","20231122-2034-ABS-5qz2wwoo",168
"",21,5,100,"WH","comfort","20231122-2034-ABS-5qz2wwoo",169
"",22,5,0,"A1","comfort","20231122-2034-ABS-5qz2wwoo",170
"",23,5,0.9999999999999998,"MG","comfort","20231122-2034-ABS-5qz2wwoo",171
"",24,5,38,"SB","comfort","20231122-2034-ABS-5qz2wwoo",172
"",25,5,0,"MO","comfort","20231122-2034-ABS-5qz2wwoo",173
"",26,5,0,"SP","comfort","20231122-2034-ABS-5qz2wwoo",174
"",27,5,0,"DH","comfort","20231122-2034-ABS-5qz2wwoo",175
"",28,5,8,"MC","comfort","20231122-2034-ABS-5qz2wwoo",176
"",29,5,0,"DP","comfort","20231122-2034-ABS-5qz2wwoo",177
"",30,5,0,"A2","comfort","20231122-2034-ABS-5qz2wwoo",178
"",31,5,0,"MH","comfort","20231122-2034-ABS-5qz2wwoo",179
"",32,5,0,"MR","comfort","20231122-2034-ABS-5qz2wwoo",180
"",33,5,0.9999999999999998,"LO","comfort","20231122-2034-ABS-5qz2wwoo",181
"",34,5,44,"LC","comfort","20231122-2034-ABS-5qz2wwoo",182
"",35,5,0,"DC","comfort","20231122-2034-ABS-5qz2wwoo",183
"",36,5,0,"BK","comfort","20231122-2034-ABS-5qz2wwoo",184
"",37,5,0,"SG","comfort","20231122-2034-ABS-5qz2wwoo",185
"",1,6,100,"SO","mango","20231122-2034-ABS-5qz2wwoo",186
"",2,6,0,"LR","mango","20231122-2034-ABS-5qz2wwoo",187
"",3,6,48,"SY","mango","20231122-2034-ABS-5qz2wwoo",188
"",4,6,0,"DY","mango","20231122-2034-ABS-5qz2wwoo",189
"",5,6,100,"MY","mango","20231122-2034-ABS-5qz2wwoo",190
"",6,6,47,"LH","mango","20231122-2034-ABS-5qz2wwoo",191
"",7,6,0,"MP","mango","20231122-2034-ABS-5qz2wwoo",192
"",8,6,0,"A3","mango","20231122-2034-ABS-5qz2wwoo",193
"",9,6,0,"MB","mango","20231122-2034-ABS-5qz2wwoo",194
"",10,6,0.9999999999999998,"LG","mango","20231122-2034-ABS-5qz2wwoo",195
"",11,6,45.99999999999999,"LY","mango","20231122-2034-ABS-5qz2wwoo",196
"",12,6,0,"LP","mango","20231122-2034-ABS-5qz2wwoo",197
"",13,6,0,"DR","mango","20231122-2034-ABS-5qz2wwoo",198
"",14,6,0,"DG","mango","20231122-2034-ABS-5qz2wwoo",199
"",15,6,0,"SC","mango","20231122-2034-ABS-5qz2wwoo",200
"",16,6,0,"SH","mango","20231122-2034-ABS-5qz2wwoo",201
"",17,6,0,"DB","mango","20231122-2034-ABS-5qz2wwoo",202
"",18,6,0,"DO","mango","20231122-2034-ABS-5qz2wwoo",203
"",19,6,0,"SR","mango","20231122-2034-ABS-5qz2wwoo",204
"",20,6,0,"LB","mango","20231122-2034-ABS-5qz2wwoo",205
"",21,6,0,"WH","mango","20231122-2034-ABS-5qz2wwoo",206
"",22,6,0,"A1","mango","20231122-2034-ABS-5qz2wwoo",207
"",23,6,0,"MG","mango","20231122-2034-ABS-5qz2wwoo",208
"",24,6,0.9999999999999998,"SB","mango","20231122-2034-ABS-5qz2wwoo",209
"",25,6,43,"MO","mango","20231122-2034-ABS-5qz2wwoo",210
"",26,6,0,"SP","mango","20231122-2034-ABS-5qz2wwoo",211
"",27,6,0,"DH","mango","20231122-2034-ABS-5qz2wwoo",212
"",28,6,0,"MC","mango","20231122-2034-ABS-5qz2wwoo",213
"",29,6,0,"DP","mango","20231122-2034-ABS-5qz2wwoo",214
"",30,6,0,"A2","mango","20231122-2034-ABS-5qz2wwoo",215
"",31,6,0,"MH","mango","20231122-2034-ABS-5qz2wwoo",216
"",32,6,19,"MR","mango","20231122-2034-ABS-5qz2wwoo",217
"",33,6,64,"LO","mango","20231122-2034-ABS-5qz2wwoo",218
"",34,6,0,"LC","mango","20231122-2034-ABS-5qz2wwoo",219
"",35,6,0,"DC","mango","20231122-2034-ABS-5qz2wwoo",220
"",36,6,0,"BK","mango","20231122-2034-ABS-5qz2wwoo",221
"",37,6,0,"SG","mango","20231122-2034-ABS-5qz2wwoo",222
"",1,7,50.99999999999999,"SO","happy","20231122-2034-ABS-5qz2wwoo",223
"",2,7,63,"LR","happy","20231122-2034-ABS-5qz2wwoo",224
"",3,7,50.99999999999999,"SY","happy","20231122-2034-ABS-5qz2wwoo",225
"",4,7,35.99999999999999,"DY","happy","20231122-2034-ABS-5qz2wwoo",226
"",5,7,49,"MY","happy","20231122-2034-ABS-5qz2wwoo",227
"",6,7,57.99999999999999,"LH","happy","20231122-2034-ABS-5qz2wwoo",228
"",7,7,0,"MP","happy","20231122-2034-ABS-5qz2wwoo",229
"",8,7,48,"A3","happy","20231122-2034-ABS-5qz2wwoo",230
"",9,7,0,"MB","happy","20231122-2034-ABS-5qz2wwoo",231
"",10,7,55,"LG","happy","20231122-2034-ABS-5qz2wwoo",232
"",11,7,55.99999999999999,"LY","happy","20231122-2034-ABS-5qz2wwoo",233
"",12,7,0,"LP","happy","20231122-2034-ABS-5qz2wwoo",234
"",13,7,0,"DR","happy","20231122-2034-ABS-5qz2wwoo",235
"",14,7,34,"DG","happy","20231122-2034-ABS-5qz2wwoo",236
"",15,7,54,"SC","happy","20231122-2034-ABS-5qz2wwoo",237
"",16,7,49,"SH","happy","20231122-2034-ABS-5qz2wwoo",238
"",17,7,0,"DB","happy","20231122-2034-ABS-5qz2wwoo",239
"",18,7,1.9999999999999996,"DO","happy","20231122-2034-ABS-5qz2wwoo",240
"",19,7,37,"SR","happy","20231122-2034-ABS-5qz2wwoo",241
"",20,7,50,"LB","happy","20231122-2034-ABS-5qz2wwoo",242
"",21,7,50,"WH","happy","20231122-2034-ABS-5qz2wwoo",243
"",22,7,0,"A1","happy","20231122-2034-ABS-5qz2wwoo",244
"",23,7,13.999999999999998,"MG","happy","20231122-2034-ABS-5qz2wwoo",245
"",24,7,47,"SB","happy","20231122-2034-ABS-5qz2wwoo",246
"",25,7,6.999999999999999,"MO","happy","20231122-2034-ABS-5qz2wwoo",247
"",26,7,0,"SP","happy","20231122-2034-ABS-5qz2wwoo",248
"",27,7,0,"DH","happy","20231122-2034-ABS-5qz2wwoo",249
"",28,7,0,"MC","happy","20231122-2034-ABS-5qz2wwoo",250
"",29,7,0,"DP","happy","20231122-2034-ABS-5qz2wwoo",251
"",30,7,0,"A2","happy","20231122-2034-ABS-5qz2wwoo",252
"",31,7,0,"MH","happy","20231122-2034-ABS-5qz2wwoo",253
"",32,7,0,"MR","happy","20231122-2034-ABS-5qz2wwoo",254
"",33,7,49,"LO","happy","20231122-2034-ABS-5qz2wwoo",255
"",34,7,52,"LC","happy","20231122-2034-ABS-5qz2wwoo",256
"",35,7,0,"DC","happy","20231122-2034-ABS-5qz2wwoo",257
"",36,7,0,"BK","happy","20231122-2034-ABS-5qz2wwoo",258
"",37,7,50,"SG","happy","20231122-2034-ABS-5qz2wwoo",259
"",1,8,0,"SO","peace","20231122-2034-ABS-5qz2wwoo",260
"",2,8,0.9999999999999998,"LR","peace","20231122-2034-ABS-5qz2wwoo",261
"",3,8,3,"SY","peace","20231122-2034-ABS-5qz2wwoo",262
"",4,8,0,"DY","peace","20231122-2034-ABS-5qz2wwoo",263
"",5,8,0,"MY","peace","20231122-2034-ABS-5qz2wwoo",264
"",6,8,47,"LH","peace","20231122-2034-ABS-5qz2wwoo",265
"",7,8,0,"MP","peace","20231122-2034-ABS-5qz2wwoo",266
"",8,8,50.99999999999999,"A3","peace","20231122-2034-ABS-5qz2wwoo",267
"",9,8,0,"MB","peace","20231122-2034-ABS-5qz2wwoo",268
"",10,8,55,"LG","peace","20231122-2034-ABS-5qz2wwoo",269
"",11,8,45.99999999999999,"LY","peace","20231122-2034-ABS-5qz2wwoo",270
"",12,8,0,"LP","peace","20231122-2034-ABS-5qz2wwoo",271
"",13,8,0,"DR","peace","20231122-2034-ABS-5qz2wwoo",272
"",14,8,50,"DG","peace","20231122-2034-ABS-5qz2wwoo",273
"",15,8,45,"SC","peace","20231122-2034-ABS-5qz2wwoo",274
"",16,8,42,"SH","peace","20231122-2034-ABS-5qz2wwoo",275
"",17,8,8,"DB","peace","20231122-2034-ABS-5qz2wwoo",276
"",18,8,1.9999999999999996,"DO","peace","20231122-2034-ABS-5qz2wwoo",277
"",19,8,0,"SR","peace","20231122-2034-ABS-5qz2wwoo",278
"",20,8,50,"LB","peace","20231122-2034-ABS-5qz2wwoo",279
"",21,8,91.99999999999999,"WH","peace","20231122-2034-ABS-5qz2wwoo",280
"",22,8,0,"A1","peace","20231122-2034-ABS-5qz2wwoo",281
"",23,8,55,"MG","peace","20231122-2034-ABS-5qz2wwoo",282
"",24,8,22,"SB","peace","20231122-2034-ABS-5qz2wwoo",283
"",25,8,0,"MO","peace","20231122-2034-ABS-5qz2wwoo",284
