firstConceptsSet,trialidx,blockidx,answer,color,concept,ID,idx
concrete,35,1,-2.5,LO,banana,20231117-1618-CON-pbjvqyja,35
concrete,36,1,-2.5,MB,banana,20231117-1618-CON-pbjvqyja,36
concrete,37,1,-2.5,LP,banana,20231117-1618-CON-pbjvqyja,37
concrete,1,2,32.15,MC,sad,20231117-1618-CON-pbjvqyja,38
concrete,2,2,75.2,DG,sad,20231117-1618-CON-pbjvqyja,39
concrete,3,2,32.15,LG,sad,20231117-1618-CON-pbjvqyja,40
concrete,4,2,-2.5,DP,sad,20231117-1618-CON-pbjvqyja,41
concrete,5,2,26.9,MH,sad,20231117-1618-CON-pbjvqyja,42
concrete,6,2,-2.5,LY,sad,20231117-1618-CON-pbjvqyja,43
concrete,7,2,-2.5,SY,sad,20231117-1618-CON-pbjvqyja,44
concrete,8,2,102.5,DO,sad,20231117-1618-CON-pbjvqyja,45
concrete,9,2,-2.5,SP,sad,20231117-1618-CON-pbjvqyja,46
concrete,10,2,-2.5,MY,sad,20231117-1618-CON-pbjvqyja,47
concrete,11,2,-2.5,A3,sad,20231117-1618-CON-pbjvqyja,48
concrete,12,2,-2.5,LC,sad,20231117-1618-CON-pbjvqyja,49
concrete,13,2,-2.5,LR,sad,20231117-1618-CON-pbjvqyja,50
concrete,14,2,-2.5,SO,sad,20231117-1618-CON-pbjvqyja,51
concrete,15,2,-2.5,SC,sad,20231117-1618-CON-pbjvqyja,52
concrete,16,2,-2.5,LB,sad,20231117-1618-CON-pbjvqyja,53
concrete,17,2,-2.5,DC,sad,20231117-1618-CON-pbjvqyja,54
concrete,18,2,-2.5,SH,sad,20231117-1618-CON-pbjvqyja,55
concrete,19,2,-2.5,SG,sad,20231117-1618-CON-pbjvqyja,56
concrete,20,2,-2.5,MR,sad,20231117-1618-CON-pbjvqyja,57
concrete,21,2,-2.5,LH,sad,20231117-1618-CON-pbjvqyja,58
concrete,22,2,-2.5,MO,sad,20231117-1618-CON-pbjvqyja,59
concrete,23,2,-2.5,MG,sad,20231117-1618-CON-pbjvqyja,60
concrete,24,2,81.5,DB,sad,20231117-1618-CON-pbjvqyja,61
concrete,25,2,76.25,A2,sad,20231117-1618-CON-pbjvqyja,62
concrete,26,2,-2.5,MP,sad,20231117-1618-CON-pbjvqyja,63
concrete,27,2,-0.4,WH,sad,20231117-1618-CON-pbjvqyja,64
concrete,28,2,26.9,DR,sad,20231117-1618-CON-pbjvqyja,65
concrete,29,2,15.35,DH,sad,20231117-1618-CON-pbjvqyja,66
concrete,30,2,15.35,DY,sad,20231117-1618-CON-pbjvqyja,67
concrete,31,2,-2.5,BK,sad,20231117-1618-CON-pbjvqyja,68
concrete,32,2,-2.5,SR,sad,20231117-1618-CON-pbjvqyja,69
concrete,33,2,-2.5,SB,sad,20231117-1618-CON-pbjvqyja,70
concrete,34,2,83.6,A1,sad,20231117-1618-CON-pbjvqyja,71
concrete,35,2,-2.5,LO,sad,20231117-1618-CON-pbjvqyja,72
concrete,36,2,-1.45,MB,sad,20231117-1618-CON-pbjvqyja,73
concrete,37,2,-2.5,LP,sad,20231117-1618-CON-pbjvqyja,74
concrete,1,3,102.5,MC,comfort,20231117-1618-CON-pbjvqyja,75
concrete,2,3,102.5,DG,comfort,20231117-1618-CON-pbjvqyja,76
concrete,3,3,16.4,LG,comfort,20231117-1618-CON-pbjvqyja,77
concrete,4,3,102.5,DP,comfort,20231117-1618-CON-pbjvqyja,78
concrete,5,3,-2.5,MH,comfort,20231117-1618-CON-pbjvqyja,79
concrete,6,3,102.5,LY,comfort,20231117-1618-CON-pbjvqyja,80
concrete,7,3,-2.5,SY,comfort,20231117-1618-CON-pbjvqyja,81
concrete,8,3,1.7,DO,comfort,20231117-1618-CON-pbjvqyja,82
concrete,9,3,-2.5,SP,comfort,20231117-1618-CON-pbjvqyja,83
concrete,10,3,100.4,MY,comfort,20231117-1618-CON-pbjvqyja,84
concrete,11,3,99.35,A3,comfort,20231117-1618-CON-pbjvqyja,85
concrete,12,3,100.4,LC,comfort,20231117-1618-CON-pbjvqyja,86
concrete,13,3,100.4,LR,comfort,20231117-1618-CON-pbjvqyja,87
concrete,14,3,101.45,SO,comfort,20231117-1618-CON-pbjvqyja,88
concrete,15,3,23.75,SC,comfort,20231117-1618-CON-pbjvqyja,89
concrete,16,3,100.4,LB,comfort,20231117-1618-CON-pbjvqyja,90
concrete,17,3,101.45,DC,comfort,20231117-1618-CON-pbjvqyja,91
concrete,18,3,24.8,SH,comfort,20231117-1618-CON-pbjvqyja,92
concrete,19,3,23.75,SG,comfort,20231117-1618-CON-pbjvqyja,93
concrete,20,3,101.45,MR,comfort,20231117-1618-CON-pbjvqyja,94
concrete,21,3,20.6,LH,comfort,20231117-1618-CON-pbjvqyja,95
concrete,22,3,101.45,MO,comfort,20231117-1618-CON-pbjvqyja,96
concrete,23,3,101.45,MG,comfort,20231117-1618-CON-pbjvqyja,97
concrete,24,3,102.5,DB,comfort,20231117-1618-CON-pbjvqyja,98
concrete,25,3,-2.5,A2,comfort,20231117-1618-CON-pbjvqyja,99
concrete,26,3,-2.5,MP,comfort,20231117-1618-CON-pbjvqyja,100
concrete,27,3,-1.45,WH,comfort,20231117-1618-CON-pbjvqyja,101
concrete,28,3,100.4,DR,comfort,20231117-1618-CON-pbjvqyja,102
concrete,29,3,-1.45,DH,comfort,20231117-1618-CON-pbjvqyja,103
concrete,30,3,-2.5,DY,comfort,20231117-1618-CON-pbjvqyja,104
concrete,31,3,-1.45,BK,comfort,20231117-1618-CON-pbjvqyja,105
concrete,32,3,100.4,SR,comfort,20231117-1618-CON-pbjvqyja,106
concrete,33,3,100.4,SB,comfort,20231117-1618-CON-pbjvqyja,107
concrete,34,3,102.5,A1,comfort,20231117-1618-CON-pbjvqyja,108
concrete,35,3,-0.4,LO,comfort,20231117-1618-CON-pbjvqyja,109
concrete,36,3,99.35,MB,comfort,20231117-1618-CON-pbjvqyja,110
concrete,37,3,-2.5,LP,comfort,20231117-1618-CON-pbjvqyja,111
concrete,1,4,50,MC,peace,20231117-1618-CON-pbjvqyja,112
concrete,2,4,50,DG,peace,20231117-1618-CON-pbjvqyja,113
concrete,3,4,50,LG,peace,20231117-1618-CON-pbjvqyja,114
concrete,4,4,-2.5,DP,peace,20231117-1618-CON-pbjvqyja,115
concrete,5,4,50,MH,peace,20231117-1618-CON-pbjvqyja,116
concrete,6,4,100.4,LY,peace,20231117-1618-CON-pbjvqyja,117
concrete,7,4,48.95,SY,peace,20231117-1618-CON-pbjvqyja,118
concrete,8,4,-1.45,DO,peace,20231117-1618-CON-pbjvqyja,119
concrete,9,4,0.65,SP,peace,20231117-1618-CON-pbjvqyja,120
concrete,10,4,21.65,MY,peace,20231117-1618-CON-pbjvqyja,121
concrete,11,4,21.65,A3,peace,20231117-1618-CON-pbjvqyja,122
concrete,12,4,81.5,LC,peace,20231117-1618-CON-pbjvqyja,123
concrete,13,4,78.35,LR,peace,20231117-1618-CON-pbjvqyja,124
concrete,14,4,78.35,SO,peace,20231117-1618-CON-pbjvqyja,125
concrete,15,4,79.4,SC,peace,20231117-1618-CON-pbjvqyja,126
concrete,16,4,78.35,LB,peace,20231117-1618-CON-pbjvqyja,127
concrete,17,4,21.65,DC,peace,20231117-1618-CON-pbjvqyja,128
concrete,18,4,22.7,SH,peace,20231117-1618-CON-pbjvqyja,129
concrete,19,4,51.05,SG,peace,20231117-1618-CON-pbjvqyja,130
concrete,20,4,-2.5,MR,peace,20231117-1618-CON-pbjvqyja,131
concrete,21,4,101.45,LH,peace,20231117-1618-CON-pbjvqyja,132
concrete,22,4,102.5,MO,peace,20231117-1618-CON-pbjvqyja,133
concrete,23,4,100.4,MG,peace,20231117-1618-CON-pbjvqyja,134
concrete,24,4,-1.45,DB,peace,20231117-1618-CON-pbjvqyja,135
concrete,25,4,-1.45,A2,peace,20231117-1618-CON-pbjvqyja,136
concrete,26,4,38.45,MP,peace,20231117-1618-CON-pbjvqyja,137
concrete,27,4,102.5,WH,peace,20231117-1618-CON-pbjvqyja,138
concrete,28,4,-0.4,DR,peace,20231117-1618-CON-pbjvqyja,139
concrete,29,4,-0.4,DH,peace,20231117-1618-CON-pbjvqyja,140
concrete,30,4,-1.45,DY,peace,20231117-1618-CON-pbjvqyja,141
concrete,31,4,-2.5,BK,peace,20231117-1618-CON-pbjvqyja,142
concrete,32,4,77.3,SR,peace,20231117-1618-CON-pbjvqyja,143
concrete,33,4,82.55,SB,peace,20231117-1618-CON-pbjvqyja,144
concrete,34,4,-0.4,A1,peace,20231117-1618-CON-pbjvqyja,145
concrete,35,4,102.5,LO,peace,20231117-1618-CON-pbjvqyja,146
concrete,36,4,76.25,MB,peace,20231117-1618-CON-pbjvqyja,147
concrete,37,4,78.35,LP,peace,20231117-1618-CON-pbjvqyja,148
concrete,1,5,-2.5,MC,justice,20231117-1618-CON-pbjvqyja,149
concrete,2,5,-1.45,DG,justice,20231117-1618-CON-pbjvqyja,150
concrete,3,5,77.3,LG,justice,20231117-1618-CON-pbjvqyja,151
concrete,4,5,-2.5,DP,justice,20231117-1618-CON-pbjvqyja,152
concrete,5,5,-1.45,MH,justice,20231117-1618-CON-pbjvqyja,153
concrete,6,5,101.45,LY,justice,20231117-1618-CON-pbjvqyja,154
concrete,7,5,101.45,SY,justice,20231117-1618-CON-pbjvqyja,155
concrete,8,5,-2.5,DO,justice,20231117-1618-CON-pbjvqyja,156
concrete,9,5,31.1,SP,justice,20231117-1618-CON-pbjvqyja,157
concrete,10,5,80.45,MY,justice,20231117-1618-CON-pbjvqyja,158
concrete,11,5,20.6,A3,justice,20231117-1618-CON-pbjvqyja,159
concrete,12,5,102.5,LC,justice,20231117-1618-CON-pbjvqyja,160
concrete,13,5,102.5,LR,justice,20231117-1618-CON-pbjvqyja,161
concrete,14,5,79.4,SO,justice,20231117-1618-CON-pbjvqyja,162
concrete,15,5,101.45,SC,justice,20231117-1618-CON-pbjvqyja,163
concrete,16,5,102.5,LB,justice,20231117-1618-CON-pbjvqyja,164
concrete,17,5,-2.5,DC,justice,20231117-1618-CON-pbjvqyja,165
concrete,18,5,102.5,SH,justice,20231117-1618-CON-pbjvqyja,166
concrete,19,5,101.45,SG,justice,20231117-1618-CON-pbjvqyja,167
concrete,20,5,-1.45,MR,justice,20231117-1618-CON-pbjvqyja,168
concrete,21,5,77.3,LH,justice,20231117-1618-CON-pbjvqyja,169
concrete,22,5,21.65,MO,justice,20231117-1618-CON-pbjvqyja,170
concrete,23,5,25.85,MG,justice,20231117-1618-CON-pbjvqyja,171
concrete,24,5,26.9,DB,justice,20231117-1618-CON-pbjvqyja,172
concrete,25,5,23.75,A2,justice,20231117-1618-CON-pbjvqyja,173
concrete,26,5,25.85,MP,justice,20231117-1618-CON-pbjvqyja,174
concrete,27,5,25.85,WH,justice,20231117-1618-CON-pbjvqyja,175
concrete,28,5,20.6,DR,justice,20231117-1618-CON-pbjvqyja,176
concrete,29,5,24.8,DH,justice,20231117-1618-CON-pbjvqyja,177
concrete,30,5,25.85,DY,justice,20231117-1618-CON-pbjvqyja,178
concrete,31,5,-2.5,BK,justice,20231117-1618-CON-pbjvqyja,179
concrete,32,5,102.5,SR,justice,20231117-1618-CON-pbjvqyja,180
concrete,33,5,102.5,SB,justice,20231117-1618-CON-pbjvqyja,181
concrete,34,5,-0.4,A1,justice,20231117-1618-CON-pbjvqyja,182
concrete,35,5,77.3,LO,justice,20231117-1618-CON-pbjvqyja,183
concrete,36,5,79.4,MB,justice,20231117-1618-CON-pbjvqyja,184
concrete,37,5,101.45,LP,justice,20231117-1618-CON-pbjvqyja,185
