concept1,concept2,mgL_usH1,mgL_usH2,mgH_usH1,mgH_usH2,mgL_usL1,mgL_usL2,mgH_usL1,mgH_usL2
peach,death,MY,SR,SH,A2,MY,SO,SP,DG
peach,death,MY,SR,SH,A2,MY,MR,SP,DG
peach,death,MY,SR,SH,A2,DH,LB,SP,DG
peach,death,MY,SR,SH,A2,DH,SR,SP,DG
peach,death,MY,SR,SH,A2,DH,LC,SP,DG
peach,death,MY,SR,SH,A2,MO,LO,SP,DG
peach,death,MY,SR,SH,A2,DC,DY,SP,DG
peach,death,MY,SR,SH,A2,DC,LB,SP,DG
peach,death,MY,SR,SH,A2,DC,DO,SP,DG
peach,death,MY,SR,SH,A2,DY,LB,SP,DG
peach,death,MY,SR,SH,A2,DY,DO,SP,DG
peach,death,MY,SR,SH,A2,DY,MC,SP,DG
peach,death,MY,SR,SH,A2,DY,MB,SP,DG
peach,death,MY,SR,SH,A2,SB,LB,SP,DG
peach,death,MY,SR,SH,A2,SB,DO,SP,DG
peach,death,MY,SR,SH,A2,SB,MC,SP,DG
peach,death,MY,SR,SH,A2,SB,SC,SP,DG
peach,death,MY,SR,SH,A2,SB,LC,SP,DG
peach,death,MY,SR,SH,A2,MH,SC,SP,DG
peach,death,MY,SR,SH,A2,LB,DO,SP,DG
peach,death,MY,SR,SH,A2,LB,MC,SP,DG
peach,death,MY,SR,SH,A2,LB,SR,SP,DG
peach,death,MY,SR,SH,A2,LB,LC,SP,DG
peach,death,MY,SR,SH,A2,DO,MC,SP,DG
peach,death,MY,SR,SH,A2,DO,SC,SP,DG
peach,death,MY,SR,SH,A2,DO,MB,SP,DG
peach,death,MY,SR,SH,A2,MG,LG,SP,DG
peach,death,MY,SR,SH,A2,LG,SH,SP,DG
peach,death,MY,SR,SH,A2,MC,SC,SP,DG
peach,death,MY,SR,SH,A2,SR,LC,SP,DG
peach,death,MY,SH,LY,A1,WH,A3,SP,DG
peach,death,MY,SH,LY,A1,MY,SO,SP,DG
peach,death,MY,SH,LY,A1,MY,MR,SP,DG
peach,death,MY,SH,LY,A1,DH,LB,SP,DG
peach,death,MY,SH,LY,A1,DH,SR,SP,DG
peach,death,MY,SH,LY,A1,DH,LC,SP,DG
peach,death,MY,SH,LY,A1,MO,LO,SP,DG
peach,death,MY,SH,LY,A1,DC,DY,SP,DG
peach,death,MY,SH,LY,A1,DC,LB,SP,DG
peach,death,MY,SH,LY,A1,DC,DO,SP,DG
peach,death,MY,SH,LY,A1,DY,LB,SP,DG
peach,death,MY,SH,LY,A1,DY,DO,SP,DG
peach,death,MY,SH,LY,A1,DY,MC,SP,DG
peach,death,MY,SH,LY,A1,DY,MB,SP,DG
peach,death,MY,SH,LY,A1,SB,LB,SP,DG
peach,death,MY,SH,LY,A1,SB,DO,SP,DG
peach,death,MY,SH,LY,A1,SB,MC,SP,DG
peach,death,MY,SH,LY,A1,SB,SC,SP,DG
peach,death,MY,SH,LY,A1,SB,LC,SP,DG
peach,death,MY,SH,LY,A1,MH,SC,SP,DG
peach,death,MY,SH,LY,A1,LB,DO,SP,DG
peach,death,MY,SH,LY,A1,LB,MC,SP,DG
peach,death,MY,SH,LY,A1,LB,SR,SP,DG
peach,death,MY,SH,LY,A1,LB,LC,SP,DG
peach,death,MY,SH,LY,A1,DO,MC,SP,DG
peach,death,MY,SH,LY,A1,DO,SC,SP,DG
peach,death,MY,SH,LY,A1,DO,MB,SP,DG
peach,death,MY,SH,LY,A1,MG,LG,SP,DG
peach,death,MY,SH,LY,A1,LG,SH,SP,DG
peach,death,MY,SH,LY,A1,MC,SC,SP,DG
peach,death,MY,SH,LY,A1,SR,LC,SP,DG
peach,death,MY,SH,LY,BK,WH,A3,SP,DG
peach,death,MY,SH,LY,BK,MY,SO,SP,DG
peach,death,MY,SH,LY,BK,MY,MR,SP,DG
peach,death,MY,SH,LY,BK,DH,LB,SP,DG
peach,death,MY,SH,LY,BK,DH,SR,SP,DG
peach,death,MY,SH,LY,BK,DH,LC,SP,DG
peach,death,MY,SH,LY,BK,MO,LO,SP,DG
peach,death,MY,SH,LY,BK,DC,DY,SP,DG
peach,death,MY,SH,LY,BK,DC,LB,SP,DG
peach,death,MY,SH,LY,BK,DC,DO,SP,DG
peach,death,MY,SH,LY,BK,DY,LB,SP,DG
peach,death,MY,SH,LY,BK,DY,DO,SP,DG
peach,death,MY,SH,LY,BK,DY,MC,SP,DG
peach,death,MY,SH,LY,BK,DY,MB,SP,DG
peach,death,MY,SH,LY,BK,SB,LB,SP,DG
peach,death,MY,SH,LY,BK,SB,DO,SP,DG
peach,death,MY,SH,LY,BK,SB,MC,SP,DG
peach,death,MY,SH,LY,BK,SB,SC,SP,DG
peach,death,MY,SH,LY,BK,SB,LC,SP,DG
peach,death,MY,SH,LY,BK,MH,SC,SP,DG
peach,death,MY,SH,LY,BK,LB,DO,SP,DG
peach,death,MY,SH,LY,BK,LB,MC,SP,DG
peach,death,MY,SH,LY,BK,LB,SR,SP,DG
peach,death,MY,SH,LY,BK,LB,LC,SP,DG
peach,death,MY,SH,LY,BK,DO,MC,SP,DG
peach,death,MY,SH,LY,BK,DO,SC,SP,DG
peach,death,MY,SH,LY,BK,DO,MB,SP,DG
peach,death,MY,SH,LY,BK,MG,LG,SP,DG
peach,death,MY,SH,LY,BK,LG,SH,SP,DG
peach,death,MY,SH,LY,BK,MC,SC,SP,DG
peach,death,MY,SH,LY,BK,SR,LC,SP,DG
peach,death,MY,SH,SY,A1,WH,A3,SP,DG
peach,death,MY,SH,SY,A1,MY,SO,SP,DG
peach,death,MY,SH,SY,A1,MY,MR,SP,DG
peach,death,MY,SH,SY,A1,DH,LB,SP,DG
peach,death,MY,SH,SY,A1,DH,SR,SP,DG
peach,death,MY,SH,SY,A1,DH,LC,SP,DG
peach,death,MY,SH,SY,A1,MO,LO,SP,DG
peach,death,MY,SH,SY,A1,DC,DY,SP,DG
peach,death,MY,SH,SY,A1,DC,LB,SP,DG
peach,death,MY,SH,SY,A1,DC,DO,SP,DG
peach,death,MY,SH,SY,A1,DY,LB,SP,DG
peach,death,MY,SH,SY,A1,DY,DO,SP,DG
peach,death,MY,SH,SY,A1,DY,MC,SP,DG
peach,death,MY,SH,SY,A1,DY,MB,SP,DG
peach,death,MY,SH,SY,A1,SB,LB,SP,DG
peach,death,MY,SH,SY,A1,SB,DO,SP,DG
peach,death,MY,SH,SY,A1,SB,MC,SP,DG
peach,death,MY,SH,SY,A1,SB,SC,SP,DG
peach,death,MY,SH,SY,A1,SB,LC,SP,DG
peach,death,MY,SH,SY,A1,MH,SC,SP,DG
peach,death,MY,SH,SY,A1,LB,DO,SP,DG
peach,death,MY,SH,SY,A1,LB,MC,SP,DG
peach,death,MY,SH,SY,A1,LB,SR,SP,DG
peach,death,MY,SH,SY,A1,LB,LC,SP,DG
peach,death,MY,SH,SY,A1,DO,MC,SP,DG
peach,death,MY,SH,SY,A1,DO,SC,SP,DG
peach,death,MY,SH,SY,A1,DO,MB,SP,DG
peach,death,MY,SH,SY,A1,MG,LG,SP,DG
peach,death,MY,SH,SY,A1,LG,SH,SP,DG
peach,death,MY,SH,SY,A1,MC,SC,SP,DG
peach,death,MY,SH,SY,A1,SR,LC,SP,DG
peach,death,MY,SH,SY,BK,WH,A3,SP,DG
peach,death,MY,SH,SY,BK,MY,SO,SP,DG
peach,death,MY,SH,SY,BK,MY,MR,SP,DG
peach,death,MY,SH,SY,BK,DH,LB,SP,DG
peach,death,MY,SH,SY,BK,DH,SR,SP,DG
peach,death,MY,SH,SY,BK,DH,LC,SP,DG
peach,death,MY,SH,SY,BK,MO,LO,SP,DG
peach,death,MY,SH,SY,BK,DC,DY,SP,DG
peach,death,MY,SH,SY,BK,DC,LB,SP,DG
peach,death,MY,SH,SY,BK,DC,DO,SP,DG
peach,death,MY,SH,SY,BK,DY,LB,SP,DG
peach,death,MY,SH,SY,BK,DY,DO,SP,DG
peach,death,MY,SH,SY,BK,DY,MC,SP,DG
peach,death,MY,SH,SY,BK,DY,MB,SP,DG
peach,death,MY,SH,SY,BK,SB,LB,SP,DG
peach,death,MY,SH,SY,BK,SB,DO,SP,DG
peach,death,MY,SH,SY,BK,SB,MC,SP,DG
peach,death,MY,SH,SY,BK,SB,SC,SP,DG
peach,death,MY,SH,SY,BK,SB,LC,SP,DG
peach,death,MY,SH,SY,BK,MH,SC,SP,DG
peach,death,MY,SH,SY,BK,LB,DO,SP,DG
peach,death,MY,SH,SY,BK,LB,MC,SP,DG
peach,death,MY,SH,SY,BK,LB,SR,SP,DG
peach,death,MY,SH,SY,BK,LB,LC,SP,DG
peach,death,MY,SH,SY,BK,DO,MC,SP,DG
peach,death,MY,SH,SY,BK,DO,SC,SP,DG
peach,death,MY,SH,SY,BK,DO,MB,SP,DG
peach,death,MY,SH,SY,BK,MG,LG,SP,DG
peach,death,MY,SH,SY,BK,LG,SH,SP,DG
peach,death,MY,SH,SY,BK,MC,SC,SP,DG
peach,death,MY,SH,SY,BK,SR,LC,SP,DG
peach,death,MY,SH,SY,A2,WH,A3,SP,DG
peach,death,MY,SH,SY,A2,MY,SO,SP,DG
peach,death,MY,SH,SY,A2,MY,MR,SP,DG
peach,death,MY,SH,SY,A2,DH,LB,SP,DG
peach,death,MY,SH,SY,A2,DH,SR,SP,DG
peach,death,MY,SH,SY,A2,DH,LC,SP,DG
peach,death,MY,SH,SY,A2,MO,LO,SP,DG
peach,death,MY,SH,SY,A2,DC,DY,SP,DG
peach,death,MY,SH,SY,A2,DC,LB,SP,DG
peach,death,MY,SH,SY,A2,DC,DO,SP,DG
peach,death,MY,SH,SY,A2,DY,LB,SP,DG
peach,death,MY,SH,SY,A2,DY,DO,SP,DG
peach,death,MY,SH,SY,A2,DY,MC,SP,DG
peach,death,MY,SH,SY,A2,DY,MB,SP,DG
peach,death,MY,SH,SY,A2,SB,LB,SP,DG
peach,death,MY,SH,SY,A2,SB,DO,SP,DG
peach,death,MY,SH,SY,A2,SB,MC,SP,DG
peach,death,MY,SH,SY,A2,SB,SC,SP,DG
peach,death,MY,SH,SY,A2,SB,LC,SP,DG
peach,death,MY,SH,SY,A2,MH,SC,SP,DG
peach,death,MY,SH,SY,A2,LB,DO,SP,DG
peach,death,MY,SH,SY,A2,LB,MC,SP,DG
peach,death,MY,SH,SY,A2,LB,SR,SP,DG
peach,death,MY,SH,SY,A2,LB,LC,SP,DG
peach,death,MY,SH,SY,A2,DO,MC,SP,DG
peach,death,MY,SH,SY,A2,DO,SC,SP,DG
peach,death,MY,SH,SY,A2,DO,MB,SP,DG
peach,death,MY,SH,SY,A2,MG,LG,SP,DG
peach,death,MY,SH,SY,A2,LG,SH,SP,DG
peach,death,MY,SH,SY,A2,MC,SC,SP,DG
peach,death,MY,SH,SY,A2,SR,LC,SP,DG
peach,death,MY,SH,MY,A1,WH,A3,SP,DG
peach,death,MY,SH,MY,A1,MY,SO,SP,DG
peach,death,MY,SH,MY,A1,MY,MR,SP,DG
peach,death,MY,SH,MY,A1,DH,LB,SP,DG
peach,death,MY,SH,MY,A1,DH,SR,SP,DG
peach,death,MY,SH,MY,A1,DH,LC,SP,DG
peach,death,MY,SH,MY,A1,MO,LO,SP,DG
peach,death,MY,SH,MY,A1,DC,DY,SP,DG
peach,death,MY,SH,MY,A1,DC,LB,SP,DG
peach,death,MY,SH,MY,A1,DC,DO,SP,DG
peach,death,MY,SH,MY,A1,DY,LB,SP,DG
peach,death,MY,SH,MY,A1,DY,DO,SP,DG
peach,death,MY,SH,MY,A1,DY,MC,SP,DG
peach,death,MY,SH,MY,A1,DY,MB,SP,DG
peach,death,MY,SH,MY,A1,SB,LB,SP,DG
peach,death,MY,SH,MY,A1,SB,DO,SP,DG
peach,death,MY,SH,MY,A1,SB,MC,SP,DG
peach,death,MY,SH,MY,A1,SB,SC,SP,DG
peach,death,MY,SH,MY,A1,SB,LC,SP,DG
peach,death,MY,SH,MY,A1,MH,SC,SP,DG
peach,death,MY,SH,MY,A1,LB,DO,SP,DG
peach,death,MY,SH,MY,A1,LB,MC,SP,DG
peach,death,MY,SH,MY,A1,LB,SR,SP,DG
peach,death,MY,SH,MY,A1,LB,LC,SP,DG
peach,death,MY,SH,MY,A1,DO,MC,SP,DG
peach,death,MY,SH,MY,A1,DO,SC,SP,DG
peach,death,MY,SH,MY,A1,DO,MB,SP,DG
peach,death,MY,SH,MY,A1,MG,LG,SP,DG
peach,death,MY,SH,MY,A1,LG,SH,SP,DG
peach,death,MY,SH,MY,A1,MC,SC,SP,DG
peach,death,MY,SH,MY,A1,SR,LC,SP,DG
peach,death,MY,SH,MY,BK,WH,A3,SP,DG
peach,death,MY,SH,MY,BK,MY,SO,SP,DG
peach,death,MY,SH,MY,BK,MY,MR,SP,DG
peach,death,MY,SH,MY,BK,DH,LB,SP,DG
peach,death,MY,SH,MY,BK,DH,SR,SP,DG
peach,death,MY,SH,MY,BK,DH,LC,SP,DG
peach,death,MY,SH,MY,BK,MO,LO,SP,DG
peach,death,MY,SH,MY,BK,DC,DY,SP,DG
peach,death,MY,SH,MY,BK,DC,LB,SP,DG
peach,death,MY,SH,MY,BK,DC,DO,SP,DG
peach,death,MY,SH,MY,BK,DY,LB,SP,DG
peach,death,MY,SH,MY,BK,DY,DO,SP,DG
peach,death,MY,SH,MY,BK,DY,MC,SP,DG
peach,death,MY,SH,MY,BK,DY,MB,SP,DG
peach,death,MY,SH,MY,BK,SB,LB,SP,DG
peach,death,MY,SH,MY,BK,SB,DO,SP,DG
peach,death,MY,SH,MY,BK,SB,MC,SP,DG
peach,death,MY,SH,MY,BK,SB,SC,SP,DG
peach,death,MY,SH,MY,BK,SB,LC,SP,DG
peach,death,MY,SH,MY,BK,MH,SC,SP,DG
peach,death,MY,SH,MY,BK,LB,DO,SP,DG
peach,death,MY,SH,MY,BK,LB,MC,SP,DG
peach,death,MY,SH,MY,BK,LB,SR,SP,DG
peach,death,MY,SH,MY,BK,LB,LC,SP,DG
peach,death,MY,SH,MY,BK,DO,MC,SP,DG
peach,death,MY,SH,MY,BK,DO,SC,SP,DG
peach,death,MY,SH,MY,BK,DO,MB,SP,DG
peach,death,MY,SH,MY,BK,MG,LG,SP,DG
peach,death,MY,SH,MY,BK,LG,SH,SP,DG
peach,death,MY,SH,MY,BK,MC,SC,SP,DG
peach,death,MY,SH,MY,BK,SR,LC,SP,DG
peach,death,MY,SH,DH,A1,WH,A3,SP,DG
peach,death,MY,SH,DH,A1,MY,SO,SP,DG
peach,death,MY,SH,DH,A1,MY,MR,SP,DG
peach,death,MY,SH,DH,A1,DH,LB,SP,DG
peach,death,MY,SH,DH,A1,DH,SR,SP,DG
peach,death,MY,SH,DH,A1,DH,LC,SP,DG
peach,death,MY,SH,DH,A1,MO,LO,SP,DG
peach,death,MY,SH,DH,A1,DC,DY,SP,DG
peach,death,MY,SH,DH,A1,DC,LB,SP,DG
peach,death,MY,SH,DH,A1,DC,DO,SP,DG
peach,death,MY,SH,DH,A1,DY,LB,SP,DG
peach,death,MY,SH,DH,A1,DY,DO,SP,DG
peach,death,MY,SH,DH,A1,DY,MC,SP,DG
peach,death,MY,SH,DH,A1,DY,MB,SP,DG
peach,death,MY,SH,DH,A1,SB,LB,SP,DG
peach,death,MY,SH,DH,A1,SB,DO,SP,DG
peach,death,MY,SH,DH,A1,SB,MC,SP,DG
peach,death,MY,SH,DH,A1,SB,SC,SP,DG
peach,death,MY,SH,DH,A1,SB,LC,SP,DG
peach,death,MY,SH,DH,A1,MH,SC,SP,DG
peach,death,MY,SH,DH,A1,LB,DO,SP,DG
peach,death,MY,SH,DH,A1,LB,MC,SP,DG
peach,death,MY,SH,DH,A1,LB,SR,SP,DG
peach,death,MY,SH,DH,A1,LB,LC,SP,DG
peach,death,MY,SH,DH,A1,DO,MC,SP,DG
peach,death,MY,SH,DH,A1,DO,SC,SP,DG
peach,death,MY,SH,DH,A1,DO,MB,SP,DG
peach,death,MY,SH,DH,A1,MG,LG,SP,DG
peach,death,MY,SH,DH,A1,LG,SH,SP,DG
peach,death,MY,SH,DH,A1,MC,SC,SP,DG
peach,death,MY,SH,DH,A1,SR,LC,SP,DG
peach,death,MY,SH,DH,BK,WH,A3,SP,DG
peach,death,MY,SH,DH,BK,MY,SO,SP,DG
peach,death,MY,SH,DH,BK,MY,MR,SP,DG
peach,death,MY,SH,DH,BK,DH,LB,SP,DG
peach,death,MY,SH,DH,BK,DH,SR,SP,DG
peach,death,MY,SH,DH,BK,DH,LC,SP,DG
peach,death,MY,SH,DH,BK,MO,LO,SP,DG
peach,death,MY,SH,DH,BK,DC,DY,SP,DG
peach,death,MY,SH,DH,BK,DC,LB,SP,DG
peach,death,MY,SH,DH,BK,DC,DO,SP,DG
peach,death,MY,SH,DH,BK,DY,LB,SP,DG
peach,death,MY,SH,DH,BK,DY,DO,SP,DG
peach,death,MY,SH,DH,BK,DY,MC,SP,DG
peach,death,MY,SH,DH,BK,DY,MB,SP,DG
peach,death,MY,SH,DH,BK,SB,LB,SP,DG
peach,death,MY,SH,DH,BK,SB,DO,SP,DG
peach,death,MY,SH,DH,BK,SB,MC,SP,DG
peach,death,MY,SH,DH,BK,SB,SC,SP,DG
peach,death,MY,SH,DH,BK,SB,LC,SP,DG
peach,death,MY,SH,DH,BK,MH,SC,SP,DG
peach,death,MY,SH,DH,BK,LB,DO,SP,DG
peach,death,MY,SH,DH,BK,LB,MC,SP,DG
peach,death,MY,SH,DH,BK,LB,SR,SP,DG
peach,death,MY,SH,DH,BK,LB,LC,SP,DG
peach,death,MY,SH,DH,BK,DO,MC,SP,DG
peach,death,MY,SH,DH,BK,DO,SC,SP,DG
peach,death,MY,SH,DH,BK,DO,MB,SP,DG
peach,death,MY,SH,DH,BK,MG,LG,SP,DG
peach,death,MY,SH,DH,BK,LG,SH,SP,DG
peach,death,MY,SH,DH,BK,MC,SC,SP,DG
peach,death,MY,SH,DH,BK,SR,LC,SP,DG
peach,death,MY,SH,SO,A1,WH,A3,SP,DG
peach,death,MY,SH,SO,A1,MY,SO,SP,DG
peach,death,MY,SH,SO,A1,MY,MR,SP,DG
peach,death,MY,SH,SO,A1,DH,LB,SP,DG
peach,death,MY,SH,SO,A1,DH,SR,SP,DG
peach,death,MY,SH,SO,A1,DH,LC,SP,DG
peach,death,MY,SH,SO,A1,MO,LO,SP,DG
peach,death,MY,SH,SO,A1,DC,DY,SP,DG
peach,death,MY,SH,SO,A1,DC,LB,SP,DG
peach,death,MY,SH,SO,A1,DC,DO,SP,DG
peach,death,MY,SH,SO,A1,DY,LB,SP,DG
peach,death,MY,SH,SO,A1,DY,DO,SP,DG
peach,death,MY,SH,SO,A1,DY,MC,SP,DG
peach,death,MY,SH,SO,A1,DY,MB,SP,DG
peach,death,MY,SH,SO,A1,SB,LB,SP,DG
peach,death,MY,SH,SO,A1,SB,DO,SP,DG
peach,death,MY,SH,SO,A1,SB,MC,SP,DG
peach,death,MY,SH,SO,A1,SB,SC,SP,DG
peach,death,MY,SH,SO,A1,SB,LC,SP,DG
peach,death,MY,SH,SO,A1,MH,SC,SP,DG
peach,death,MY,SH,SO,A1,LB,DO,SP,DG
peach,death,MY,SH,SO,A1,LB,MC,SP,DG
peach,death,MY,SH,SO,A1,LB,SR,SP,DG
peach,death,MY,SH,SO,A1,LB,LC,SP,DG
peach,death,MY,SH,SO,A1,DO,MC,SP,DG
peach,death,MY,SH,SO,A1,DO,SC,SP,DG
peach,death,MY,SH,SO,A1,DO,MB,SP,DG
peach,death,MY,SH,SO,A1,MG,LG,SP,DG
peach,death,MY,SH,SO,A1,LG,SH,SP,DG
peach,death,MY,SH,SO,A1,MC,SC,SP,DG
peach,death,MY,SH,SO,A1,SR,LC,SP,DG
peach,death,MY,SH,SO,BK,WH,A3,SP,DG
peach,death,MY,SH,SO,BK,MY,SO,SP,DG
peach,death,MY,SH,SO,BK,MY,MR,SP,DG
peach,death,MY,SH,SO,BK,DH,LB,SP,DG
peach,death,MY,SH,SO,BK,DH,SR,SP,DG
peach,death,MY,SH,SO,BK,DH,LC,SP,DG
peach,death,MY,SH,SO,BK,MO,LO,SP,DG
peach,death,MY,SH,SO,BK,DC,DY,SP,DG
peach,death,MY,SH,SO,BK,DC,LB,SP,DG
peach,death,MY,SH,SO,BK,DC,DO,SP,DG
peach,death,MY,SH,SO,BK,DY,LB,SP,DG
peach,death,MY,SH,SO,BK,DY,DO,SP,DG
peach,death,MY,SH,SO,BK,DY,MC,SP,DG
peach,death,MY,SH,SO,BK,DY,MB,SP,DG
peach,death,MY,SH,SO,BK,SB,LB,SP,DG
peach,death,MY,SH,SO,BK,SB,DO,SP,DG
peach,death,MY,SH,SO,BK,SB,MC,SP,DG
peach,death,MY,SH,SO,BK,SB,SC,SP,DG
peach,death,MY,SH,SO,BK,SB,LC,SP,DG
peach,death,MY,SH,SO,BK,MH,SC,SP,DG
peach,death,MY,SH,SO,BK,LB,DO,SP,DG
peach,death,MY,SH,SO,BK,LB,MC,SP,DG
peach,death,MY,SH,SO,BK,LB,SR,SP,DG
peach,death,MY,SH,SO,BK,LB,LC,SP,DG
peach,death,MY,SH,SO,BK,DO,MC,SP,DG
peach,death,MY,SH,SO,BK,DO,SC,SP,DG
peach,death,MY,SH,SO,BK,DO,MB,SP,DG
peach,death,MY,SH,SO,BK,MG,LG,SP,DG
peach,death,MY,SH,SO,BK,LG,SH,SP,DG
peach,death,MY,SH,SO,BK,MC,SC,SP,DG
peach,death,MY,SH,SO,BK,SR,LC,SP,DG
peach,death,MY,SH,SO,A2,WH,A3,SP,DG
peach,death,MY,SH,SO,A2,MY,SO,SP,DG
peach,death,MY,SH,SO,A2,MY,MR,SP,DG
peach,death,MY,SH,SO,A2,DH,LB,SP,DG
peach,death,MY,SH,SO,A2,DH,SR,SP,DG
peach,death,MY,SH,SO,A2,DH,LC,SP,DG
peach,death,MY,SH,SO,A2,MO,LO,SP,DG
peach,death,MY,SH,SO,A2,DC,DY,SP,DG
peach,death,MY,SH,SO,A2,DC,LB,SP,DG
peach,death,MY,SH,SO,A2,DC,DO,SP,DG
peach,death,MY,SH,SO,A2,DY,LB,SP,DG
peach,death,MY,SH,SO,A2,DY,DO,SP,DG
peach,death,MY,SH,SO,A2,DY,MC,SP,DG
peach,death,MY,SH,SO,A2,DY,MB,SP,DG
peach,death,MY,SH,SO,A2,SB,LB,SP,DG
peach,death,MY,SH,SO,A2,SB,DO,SP,DG
peach,death,MY,SH,SO,A2,SB,MC,SP,DG
peach,death,MY,SH,SO,A2,SB,SC,SP,DG
peach,death,MY,SH,SO,A2,SB,LC,SP,DG
peach,death,MY,SH,SO,A2,MH,SC,SP,DG
peach,death,MY,SH,SO,A2,LB,DO,SP,DG
peach,death,MY,SH,SO,A2,LB,MC,SP,DG
peach,death,MY,SH,SO,A2,LB,SR,SP,DG
peach,death,MY,SH,SO,A2,LB,LC,SP,DG
peach,death,MY,SH,SO,A2,DO,MC,SP,DG
peach,death,MY,SH,SO,A2,DO,SC,SP,DG
peach,death,MY,SH,SO,A2,DO,MB,SP,DG
peach,death,MY,SH,SO,A2,MG,LG,SP,DG
peach,death,MY,SH,SO,A2,LG,SH,SP,DG
peach,death,MY,SH,SO,A2,MC,SC,SP,DG
peach,death,MY,SH,SO,A2,SR,LC,SP,DG
peach,death,MY,SH,MO,A1,WH,A3,SP,DG
peach,death,MY,SH,MO,A1,MY,SO,SP,DG
peach,death,MY,SH,MO,A1,MY,MR,SP,DG
peach,death,MY,SH,MO,A1,DH,LB,SP,DG
peach,death,MY,SH,MO,A1,DH,SR,SP,DG
peach,death,MY,SH,MO,A1,DH,LC,SP,DG
peach,death,MY,SH,MO,A1,MO,LO,SP,DG
peach,death,MY,SH,MO,A1,DC,DY,SP,DG
peach,death,MY,SH,MO,A1,DC,LB,SP,DG
peach,death,MY,SH,MO,A1,DC,DO,SP,DG
peach,death,MY,SH,MO,A1,DY,LB,SP,DG
peach,death,MY,SH,MO,A1,DY,DO,SP,DG
peach,death,MY,SH,MO,A1,DY,MC,SP,DG
peach,death,MY,SH,MO,A1,DY,MB,SP,DG
peach,death,MY,SH,MO,A1,SB,LB,SP,DG
peach,death,MY,SH,MO,A1,SB,DO,SP,DG
peach,death,MY,SH,MO,A1,SB,MC,SP,DG
peach,death,MY,SH,MO,A1,SB,SC,SP,DG
peach,death,MY,SH,MO,A1,SB,LC,SP,DG
peach,death,MY,SH,MO,A1,MH,SC,SP,DG
peach,death,MY,SH,MO,A1,LB,DO,SP,DG
peach,death,MY,SH,MO,A1,LB,MC,SP,DG
peach,death,MY,SH,MO,A1,LB,SR,SP,DG
peach,death,MY,SH,MO,A1,LB,LC,SP,DG
peach,death,MY,SH,MO,A1,DO,MC,SP,DG
peach,death,MY,SH,MO,A1,DO,SC,SP,DG
peach,death,MY,SH,MO,A1,DO,MB,SP,DG
peach,death,MY,SH,MO,A1,MG,LG,SP,DG
peach,death,MY,SH,MO,A1,LG,SH,SP,DG
peach,death,MY,SH,MO,A1,MC,SC,SP,DG
peach,death,MY,SH,MO,A1,SR,LC,SP,DG
peach,death,MY,SH,MO,BK,WH,A3,SP,DG
peach,death,MY,SH,MO,BK,MY,SO,SP,DG
peach,death,MY,SH,MO,BK,MY,MR,SP,DG
peach,death,MY,SH,MO,BK,DH,LB,SP,DG
peach,death,MY,SH,MO,BK,DH,SR,SP,DG
peach,death,MY,SH,MO,BK,DH,LC,SP,DG
peach,death,MY,SH,MO,BK,MO,LO,SP,DG
peach,death,MY,SH,MO,BK,DC,DY,SP,DG
peach,death,MY,SH,MO,BK,DC,LB,SP,DG
peach,death,MY,SH,MO,BK,DC,DO,SP,DG
peach,death,MY,SH,MO,BK,DY,LB,SP,DG
peach,death,MY,SH,MO,BK,DY,DO,SP,DG
peach,death,MY,SH,MO,BK,DY,MC,SP,DG
peach,death,MY,SH,MO,BK,DY,MB,SP,DG
peach,death,MY,SH,MO,BK,SB,LB,SP,DG
peach,death,MY,SH,MO,BK,SB,DO,SP,DG
peach,death,MY,SH,MO,BK,SB,MC,SP,DG
peach,death,MY,SH,MO,BK,SB,SC,SP,DG
peach,death,MY,SH,MO,BK,SB,LC,SP,DG
peach,death,MY,SH,MO,BK,MH,SC,SP,DG
peach,death,MY,SH,MO,BK,LB,DO,SP,DG
peach,death,MY,SH,MO,BK,LB,MC,SP,DG
peach,death,MY,SH,MO,BK,LB,SR,SP,DG
peach,death,MY,SH,MO,BK,LB,LC,SP,DG
peach,death,MY,SH,MO,BK,DO,MC,SP,DG
peach,death,MY,SH,MO,BK,DO,SC,SP,DG
peach,death,MY,SH,MO,BK,DO,MB,SP,DG
peach,death,MY,SH,MO,BK,MG,LG,SP,DG
peach,death,MY,SH,MO,BK,LG,SH,SP,DG
peach,death,MY,SH,MO,BK,MC,SC,SP,DG
peach,death,MY,SH,MO,BK,SR,LC,SP,DG
peach,death,MY,SH,SP,LR,WH,A3,SP,DG
peach,death,MY,SH,SP,LR,MY,SO,SP,DG
peach,death,MY,SH,SP,LR,MY,MR,SP,DG
peach,death,MY,SH,SP,LR,DH,LB,SP,DG
peach,death,MY,SH,SP,LR,DH,SR,SP,DG
peach,death,MY,SH,SP,LR,DH,LC,SP,DG
peach,death,MY,SH,SP,LR,MO,LO,SP,DG
peach,death,MY,SH,SP,LR,DC,DY,SP,DG
peach,death,MY,SH,SP,LR,DC,LB,SP,DG
peach,death,MY,SH,SP,LR,DC,DO,SP,DG
peach,death,MY,SH,SP,LR,DY,LB,SP,DG
peach,death,MY,SH,SP,LR,DY,DO,SP,DG
peach,death,MY,SH,SP,LR,DY,MC,SP,DG
peach,death,MY,SH,SP,LR,DY,MB,SP,DG
peach,death,MY,SH,SP,LR,SB,LB,SP,DG
peach,death,MY,SH,SP,LR,SB,DO,SP,DG
